compound_short,compound_full,formula,mass,rt,cas_id
hVPA_FApC24,Acetylputrescine,C6 H14 N2 O,130.1105,6.79,5699-41-2
hVPA_FApC25,Creatine,C4 H9 N3 O2,131.0695,5.96,57-00-1
hVPA_FApC26,Leucine,C6 H13 N O2,131.0947,3.17,61-90-5
hVPA_FApC27,Isoleucine,C6 H13 N O2,131.0947,3.57,73-32-5
hVPA_FApC28,Asparagine,C4 H8 N2 O3,132.0535,6.62,70-47-3
hVPA_FApC29,Ornithine,C5 H12 N2 O2,132.0907,10.53,70-26-8
hVPA_FApC30,Aspartic Acid,C4 H7 N O4,133.0375,6.91,56-84-8
hVPA_FApC31,5-Hydroxyindol,C8 H7 N O,133.0528,1.32,217-782-6
hVPA_FApC32,Adenine,C5 H5 N5,135.0546,1.61,73-24-5
hVPA_FApC33,Hypoxanthine,C5 H4 N4 O,136.0392,1.67,68-94-0
hVPA_FApC34,4-Guanidinobutyric Acid,C5 H11 N3 O2,145.085,6.25,463-00-3
hVPA_FApC35,Acetylcholine,C7 H15 N O2,145.1102,2.92,51-84-3
hVPA_FApC36,Deoxycarnitine,C7 H15 N O2,145.1104,6.88,407-64-7
hVPA_FApC37,Glutamine,C5 H10 N2 O3,146.0693,6.54,56-85-9
hVPA_FApC38,Lysine,C6 H14 N2 O2,146.1055,11.21,56-87-1
hVPA_FApC39,Glutamic Acid,C5 H9 N O4,147.0534,6.81,56-86-0
hVPA_FApC40,Methionine,C5 H11 N O2 S,149.0511,3.88,63-68-3
hVPA_FApC41,Xanthine,C5 H4 N4 O2,152.0335,2.12,69-89-6
hVPA_FApC42,3-Sulfinoalanine,C3 H7 N O4 S,153.0094,6.31,1115-65-7
hVPA_FApC43,Octopamine,C8 H11 N O2,153.0767,3.6,104-14-3
hVPA_FApC44,Histidine,C6 H9 N3 O2,155.0694,6.93,71-00-1
hVPA_FApC45,Methyl-L-Lysine,C7 H16 N2 O2,160.1211,11.66,1188-07-4
hVPA_FApC46,Carnitine,C7 H15 N O3,161.1053,6.21,541-15-1
hVPA_FApC47,Phenylalanine,C9 H11 N O2,165.0791,2.94,63-91-2
hVPA_FApC48,Pyridoxal,C8 H9 N O3,167.0581,1.33,66-72-8
hVPA_FApC49,Pyridoxamine,C8 H12 N2 O2,168.0887,4.77,85-87-0
hVPA_FApC50,Pyridoxine,C8 H11 N O3,169.0739,1.32,65-23-6
hVPA_FApC51,3-Methylhistidine,C7 H11 N3 O2,169.0851,6.82,368-16-1
hVPA_FApC52,Glycerol 2-Phosphate,C3 H9 O6 P,172.0134,7.6,17181-54-3
hVPA_FApC53,Arginine,C6 H14 N4 O2,174.1117,10.82,74-79-3
hVPA_FApC54,Salsolinol,C10 H13 N O2,179.0939,0.79,27740-96-1
hVPA_FApC55,Tyrosine,C9 H11 N O3,181.0738,4.56,60-18-4
hVPA_FApC56,D-Galactitol,C6 H14 O6,182.0771,4.54,608-66-2
hVPA_FApC57,Phosphocholine,C5 H14 N O4 P,183.0663,9.01,107-73-3
hVPA_FApC58,O-Phosphoserine,C3 H8 N O6 P,185.0089,8.32,407-41-0
hVPA_FApC59,"NE,NE,NE-Trimethyllysine",C9 H20 N2 O2,188.1524,11.41,55528-53-5
hVPA_FApC60,5-Hydroxyindoleacetic Acid,C10 H9 N O3,191.0601,1.53,54-16-0
hVPA_FApC61,N-Acetylmethionine,C7 H13 N O3 S,191.0601,1.53,1115-47-5
hVPA_FApC62,Acetylcarnitine,C9 H17 N O4,203.1161,4.95,5080-50-2
hVPA_FApC63,Tryptophan,C11 H12 N2 O2,204.0899,3.08,73-22-3
hVPA_FApC64,Kynurenine,C10 H12 N2 O3,208.0851,3.14,2922-83-0
hVPA_FApC65,Phosphocreatine,C4 H10 N3 O5 P,211.0361,7.75,67-07-2
hVPA_FApC66,Propionylcarnitine,C10 H19 N O4,217.1314,4.13,20064-19-1
hVPA_FApC67,Pantothenic Acid,C9 H17 N O5,219.1108,2.57,137-08-6
hVPA_FApC68,Cystathionine,C7 H14 N2 O4 S,222.0674,8.41,56-88-2
hVPA_FApC69,Carnosine,C9 H14 N4 O3,226.1067,7.85,305-84-0
hVPA_FApC70,Deoxycytidine,C9 H13 N3 O4,227.0909,2.16,951-77-9
hVPA_FApC71,Cytidine,C9 H13 N3 O5,243.0855,2.83,65-46-3
hVPA_FApC72,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.1031,7.05,28319-77-9
hVPA_FApC73,D-Fructose 6-phosphate,C6 H13 O9 P,260.0264,8.39,643-13-0
hVPA_FApC74,D-Glucose 6-phosphate,C6 H13 O9 P,260.0304,8.64,56-73-5
hVPA_FApC75,Thiamine (Vit B1),C12 H16 N4 O S,264.1046,7.07,59-43-8
hVPA_FApC76,Inosine,C10 H12 N4 O5,268.0807,2.34,58-63-9
hVPA_FApC77,Guanosine,C10 H13 N5 O5,283.0918,3.31,118-00-3
hVPA_FApC78,Ophthalmic Acid,C11 H19 N3 O6,289.1275,6.91,495-27-2
hVPA_FApC79,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.0897,1.1,2457-80-9
hVPA_FApC80,Retinoic Acid,C20 H28 O2,300.2061,0.73,302-79-4
hVPA_FApC81,Sphinganine,C18 H39 N O2,301.2979,0.91,764-22-7
hVPA_FApC82,N-Acetylaspartyl Glutamic Acid,C11 H16 N2 O8,304.0907,7.56,3106-85-2
hVPA_FApC83,Glutathione (GSH),C10 H17 N3 O6 S,307.0843,6.93,70-18-8
hVPA_FApC84,N-Acetylneuraminic Acid,C11 H19 N O9,309.107,6.14,131-48-6
hVPA_FApC85,CMP,C9 H14 N3 O8 P,323.0562,8.02,63-37-6
hVPA_FApC86,UMP,C9 H13 N2 O9 P,324.0387,7.67,58-97-9
hVPA_FApC87,"3',5'-cAMP",C10 H12 N5 O6 P,329.0522,2.92,60-92-4
hVPA_FApC88,Nicotinamide Mononucleotide,C11 H15 N2 O8 P,334.0568,8.64,1094-61-7
hVPA_FApC89,3-Phosphoglyceroinositol,C9 H19 O11 P,334.0665,7.65,00-00-006
hVPA_FApC90,"D-Fructose 1,6-bisphosphate",C6 H14 O12 P2,339.9961,9.39,488-69-7
hVPA_FApC91,Thiamine Monophosphate,C12 H17 N4 O4 P S,344.0706,9.63,532-40-1
hVPA_FApC92,AMP,C10 H14 N5 O7 P,347.0633,7.6,61-19-8
hVPA_FApC93,dGMP,C10 H14 N5 O7 P,347.0633,8.13,902-04-5
hVPA_FApC94,GMP,C10 H14 N5 O8 P,363.0579,8.19,85-32-5
hVPA_FApC95,Riboflavin,C17 H20 N4 O6,376.1385,2.14,83-88-5
hVPA_FApC96,Lithocholic Acid,C24 H40 O3,376.297,0.67,434-13-9
hVPA_FApC97,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.1207,6.95,979-92-0
hVPA_FApC98,dCDP,C9 H15 N3 O10 P2,387.0223,8.33,800-73-7
hVPA_FApC99,S-Adenosylmethionine (SAM),C15 H22 N6 O5 S,398.1374,9.39,29908-03-0
hVPA_FApC100,CDP,C9 H15 N3 O11 P2,403.0173,8.54,63-38-7
hVPA_FApC101,dADP,C10 H15 N5 O9 P2,411.0344,8.02,02793-06-8
hVPA_FApC102,ADP,C10 H15 N5 O10 P2,427.0297,8.12,58-64-0
hVPA_FApC103,GDP,C10 H15 N5 O11 P2,443.0244,8.73,146-91-8
hVPA_FApC104,Adenylosuccinic Acid,C14 H18 N5 O11 P,463.0738,8.69,19046-78-7
hVPA_FApC105,UTP,C9 H15 N2 O15 P3,483.9687,8.85,63-39-8
hVPA_FApC106,CDP-Choline,C14 H26 N4 O11 P2,488.1074,8,987-78-0
hVPA_FApC107,dATP,C10 H16 N5 O12 P3,491.0007,8.53,1927-31-7
hVPA_FApC108,ATP,C10 H16 N5 O13 P3,506.9962,8.63,56-65-5
hVPA_FApC109,GTP,C10 H16 N5 O14 P3,522.9908,9.28,86-01-1
hVPA_FApC110,beta-Carotene,C40 H56,536.4388,0.69,7235-40-7
hVPA_FApC111,Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0612,7.81,119340-53-3
hVPA_FApC112,ADP-Ribose,C15 H23 N5 O14 P2,559.0715,7.28,20762-30-5
hVPA_FApC113,ADP-Glucose,C16 H25 N5 O15 P2,589.0833,7.92,102129-65-7
hVPA_FApC114,GDP-Glucose,C16 H25 N5 O16 P2,605.0775,8.27,5750-57-2
hVPA_FApC115,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.0821,7.41,528-04-1
hVPA_FApC116,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.0843,7.8,7277-98-7
hVPA_FApC117,GSSG,C20 H32 N6 O12 S2,612.1523,8.94,27025-41-8
hVPA_FApC118,NAD,C21 H27 N7 O14 P2,663.1095,7.8,53-84-9
hVPA_FApC119,Phosphatidylethanolamine(32:0),C37 H74 N O8 P,691.517,0.9,5681-36-7
hVPA_FApC120,Sphingomyelin,C41 H83 N2 O6 P,730.5977,0.94,85187-10-6
hVPA_FApC121,NADP,C21 H28 N7 O17 P3,743.0754,8.83,53-59-8
hVPA_FApC122,Coenzyme A (CoA),C21 H36 N7 O16 P3 S,767.1148,7.51,85-61-0
hVPA_FApC123,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1569,6.85,146-14-5
hVPA_FApC124,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.1253,7.32,72-89-9
hVPA_FApC125,Succinyl-CoA,C25 H40 N7 O19 P3 S,867.1301,8.09,604-98-8
