compound_short,compound_full,formula,mass,rt,cas_id
hVPA_FAnC51,Dihydroorotic Acid,C5 H6 N2 O4,158.0328,2.88,5988-19-2
hVPA_FAnC52,Allantoin,C4 H6 N4 O3,158.044,1.9,97-59-6
hVPA_FAnC53,Nonanoic Acid,C9 H18 O2,158.1301,0.83,112-05-0
hVPA_FAnC54,Indole-3-acetaldehyde,C10 H9 N O,159.0685,0.74,20095-27-6
hVPA_FAnC55,Methyl-L-Lysine,C7 H16 N2 O2,160.1209,11.66,1188-07-4
hVPA_FAnC56,N-Methylglutamic Acid,C6 H11 N O4,161.0698,6.21,35989-16-3
hVPA_FAnC57,3-Hydroxymethylglutaric Acid,C6 H10 O5,162.0529,5.86,503-49-1
hVPA_FAnC58,Phenylalanine,C9 H11 N O2,165.079,2.94,63-91-2
hVPA_FAnC59,Pyridoxal,C8 H9 N O3,167.0577,1.32,66-72-8
hVPA_FAnC60,Phosphoenolpyruvic Acid (PEP),C3 H5 O6 P,167.9829,8.04,138-08-9
hVPA_FAnC61,Uric Acid,C5 H4 N4 O3,168.0283,4.59,69-93-2
hVPA_FAnC62,"3,4-Dihydroxyphenylacetic Acid (DOPAC)",C8 H8 O4,168.04,1.52,102-32-9
hVPA_FAnC63,Homogentisic Acid,C8 H8 O4,168.0448,0.76,451-13-8
hVPA_FAnC64,Cysteic Acid,C3 H7 N O5 S,169.004,5.74,498-40-8
hVPA_FAnC65,Pyridoxine,C8 H11 N O3,169.0738,1.3,65-23-6
hVPA_FAnC66,Dihydroxyacetone-phosphate,C3 H7 O6 P,169.9979,7.8,57-04-5
hVPA_FAnC67,Glycerol 2-Phosphate,C3 H9 O6 P,172.0137,7.03,17181-54-3
hVPA_FAnC68,Capric Acid,C10 H20 O2,172.1459,0.8,334-48-5
hVPA_FAnC69,cis-Aconitic acid,C6 H6 O6,174.0164,7.02,499-12-7
hVPA_FAnC70,N-alpha-Acetylasparagine,C6 H10 N2 O4,174.0639,4.06,4033-40-3
hVPA_FAnC71,Arginine,C6 H14 N4 O2,174.1117,10.82,74-79-3
hVPA_FAnC72,N-Acetylaspartic Acid,C6 H9 N O5,175.0481,6.54,997-55-7
hVPA_FAnC73,Citrulline,C6 H13 N3 O3,175.0956,7.04,372-75-8
hVPA_FAnC74,N-Formylmethionine,C6 H11 N O3 S,177.0458,1.53,4289-98-9
hVPA_FAnC75,D-Glucose,C6 H12 O6,180.0633,4.54,50-99-7
hVPA_FAnC76,myo-Inositol,C6 H12 O6,180.0633,6.9,87-89-8
hVPA_FAnC77,D-Fructose,C6 H12 O6,180.0634,3.56,57-48-7
hVPA_FAnC78,Tyrosine,C9 H11 N O3,181.0739,4.55,60-18-4
hVPA_FAnC79,Homovanillic Acid,C9 H10 O4,182.0577,1.35,306-08-1
hVPA_FAnC80,D-Galactitol,C6 H14 O6,182.0789,4.34,608-66-2
hVPA_FAnC81,4-Pyridoxic Acid,C8 H9 N O4,183.053,1.53,82-82-6
hVPA_FAnC82,Phosphocholine,C5 H14 N O4 P,183.0661,9.02,107-73-3
hVPA_FAnC83,O-Phosphoserine,C3 H8 N O6 P,185.0086,8.31,407-41-0
hVPA_FAnC84,2-Phosphoglyceric Acid,C3 H7 O7 P,185.9929,8.07,23295-92-3
hVPA_FAnC85,3-Phosphoglyceric Acid,C3 H7 O7 P,185.9931,8.64,80731-10-8
hVPA_FAnC86,N-alpha-Acetyl-L-glutamine,C7 H12 N2 O4,188.0797,4.04,2490-97-3
hVPA_FAnC87,Azelaic Acid,C9 H16 O4,188.1048,5.03,123-99-9
hVPA_FAnC88,10-Hydroxydecanoate,C10 H20 O3,188.1406,0.82,1679-53-4
hVPA_FAnC89,Kynurenic Acid,C10 H7 N O3,189.0456,0.73,492-27-3
hVPA_FAnC90,N-Acetylmethionine,C7 H13 N O3 S,191.061,1.53,1115-47-5
hVPA_FAnC91,Citric Acid,C6 H8 O7,192.0271,8.15,77-92-9
hVPA_FAnC92,Galacturonic Acid,C6 H10 O7,194.0422,7.75,685-73-4
hVPA_FAnC93,Glucuronic Acid,C6 H10 O7,194.0428,6.44,06556-12-3
hVPA_FAnC94,Lauric Acid,C12 H24 O2,200.1776,0.76,143-07-7
hVPA_FAnC95,N6-Dimethylallyladenine (Isopentenyladenine),C10 H13 N5,203.1158,1.16,2365-40-4
hVPA_FAnC96,Tryptophan,C11 H12 N2 O2,204.0899,3.06,73-22-3
hVPA_FAnC97,Phosphocreatine,C4 H10 N3 O5 P,211.0359,7.75,67-07-2
hVPA_FAnC98,12-Hydroxydodecanoic Acid,C12 H24 O3,216.172,0.91,505-95-3
hVPA_FAnC99,Pantothenic Acid,C9 H17 N O5,219.1108,2.56,137-08-6
hVPA_FAnC100,N-Acetylglucosamine,C8 H15 N O6,221.0898,3.73,7512-17-6
hVPA_FAnC101,N-Acetylgalactosamine,C8 H15 N O6,221.09,3.22,1811-31-0
hVPA_FAnC102,Cystathionine,C7 H14 N2 O4 S,222.0675,8.41,56-88-2
hVPA_FAnC103,Methyl Jasmonate,C13 H20 O3,224.1411,0.74,1211-29-6
hVPA_FAnC104,Nitrotyrosine,C9 H10 N2 O5,226.0611,4.56,621-44-3
hVPA_FAnC105,Carnosine,C9 H14 N4 O3,226.1067,7.89,305-84-0
hVPA_FAnC106,Deoxyuridine,C9 H12 N2 O5,228.0747,1.64,951-78-0
hVPA_FAnC107,Myristic Acid,C14 H28 O2,228.2089,0.74,544-63-8
hVPA_FAnC108,Ribose-5-phosphate,C5 H11 O8 P,230.0191,7.74,4300-28-1
hVPA_FAnC109,Thymidine,C10 H14 N2 O5,242.0893,1.24,50-89-5
hVPA_FAnC110,Cytidine,C9 H13 N3 O5,243.0852,2.79,65-46-3
hVPA_FAnC111,Uridine,C9 H12 N2 O6,244.0696,1.68,58-96-8
hVPA_FAnC112,Palmitoleic Acid,C16 H30 O2,254.2246,0.73,373-49-9
hVPA_FAnC113,Palmitic Acid,C16 H32 O2,256.2408,0.73,57-10-3
hVPA_FAnC114,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.1029,7.04,28319-77-9
hVPA_FAnC115,D-Fructose 6-phosphate,C6 H13 O9 P,260.0297,8.38,643-13-0
hVPA_FAnC116,D-Glucose 6-phosphate,C6 H13 O9 P,260.0297,8.64,56-73-5
hVPA_FAnC117,D-Glucose 1-phosphate,C6 H13 O9 P,260.0298,8.04,59-56-3
hVPA_FAnC118,Thiamine (Vit B1),C12 H16 N4 O S,264.1045,7.11,59-43-8
hVPA_FAnC119,Inosine,C10 H12 N4 O5,268.0809,2.33,58-63-9
hVPA_FAnC120,Heptadecanoic Acid,C17 H34 O2,270.2558,0.71,506-12-7
hVPA_FAnC121,Oleic Acid,C18 H34 O2,282.2562,0.71,112-80-1
hVPA_FAnC122,Guanosine,C10 H13 N5 O5,283.0914,3.3,118-00-3
hVPA_FAnC123,Stearic Acid,C18 H36 O2,284.2719,0.71,57-11-4
hVPA_FAnC124,Ophthalmic Acid,C11 H19 N3 O6,289.1275,6.9,495-27-2
hVPA_FAnC125,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.0896,1.08,2457-80-9
hVPA_FAnC126,Retinoic Acid,C20 H28 O2,300.2083,0.74,302-79-4
hVPA_FAnC127,1-Monomyristin,C17 H34 O4,302.2449,0.73,75685-84-6
hVPA_FAnC128,N-Acetylaspartyl Glutamic Acid,C11 H16 N2 O8,304.0907,7.56,3106-85-2
hVPA_FAnC129,Glutathione (GSH),C10 H17 N3 O6 S,307.0843,6.92,70-18-8
hVPA_FAnC130,N-Acetylneuraminic Acid,C11 H19 N O9,309.1066,6.1,131-48-6
hVPA_FAnC131,Arachidic Acid,C20 H40 O2,312.3027,0.7,506-30-9
hVPA_FAnC132,CMP,C9 H14 N3 O8 P,323.0519,8.1,63-37-6
hVPA_FAnC133,UMP,C9 H13 N2 O9 P,324.0362,7.72,58-97-9
hVPA_FAnC134,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.2407,0.7,6217-54-5
hVPA_FAnC135,"3',5'-cAMP",C10 H12 N5 O6 P,329.0528,2.93,60-92-4
hVPA_FAnC136,3-Phosphoglyceroinositol,C9 H19 O11 P,334.0666,7.64,00-00-006
hVPA_FAnC137,Erucic Acid,C22 H42 O2,338.3185,0.69,112-86-7
hVPA_FAnC138,"D-Fructose 1,6-bisphosphate",C6 H14 O12 P2,339.996,9.32,488-69-7
hVPA_FAnC139,Sucrose,C12 H22 O11,342.1164,6.33,57-50-1
hVPA_FAnC140,Dodecanoylcarnitine,C19 H37 N O4,343.2766,0.75,25518-54-1
hVPA_FAnC141,AMP,C10 H14 N5 O7 P,347.0632,7.57,61-19-8
hVPA_FAnC142,Tricosanoic Acid,C23 H46 O2,354.3496,0.69,2433-96-7
hVPA_FAnC143,GMP,C10 H14 N5 O8 P,363.0576,8.18,85-32-5
hVPA_FAnC144,Nervonic Acid,C24 H46 O2,366.3497,0.68,506-37-6
hVPA_FAnC145,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.121,6.97,979-92-0
hVPA_FAnC146,dCDP,C9 H15 N3 O10 P2,387.0205,8.34,800-73-7
hVPA_FAnC147,CDP,C9 H15 N3 O11 P2,403.0151,9.15,63-38-7
hVPA_FAnC148,UDP,C9 H14 N2 O12 P2,404.0027,8.84,58-98-0
hVPA_FAnC149,dADP,C10 H15 N5 O9 P2,411.0343,7.99,02793-06-8
hVPA_FAnC150,dGDP,C10 H15 N5 O10 P2,427.0295,8.62,102783-74-4
hVPA_FAnC151,ADP,C10 H15 N5 O10 P2,427.0296,8.12,58-64-0
hVPA_FAnC152,GDP,C10 H15 N5 O11 P2,443.0243,8.72,146-91-8
hVPA_FAnC153,Menatetrenone (Vitamin K2 form MK4),C31 H40 O2,444.3064,0.73,863-61-6
hVPA_FAnC154,Adenylosuccinic Acid,C14 H18 N5 O11 P,463.0737,8.69,19046-78-7
hVPA_FAnC155,4-Hydroxy Nonenal Glutathione,C19 H33 N3 O8 S,463.1986,5.36,00-00-039
hVPA_FAnC156,UTP,C9 H15 N2 O15 P3,483.9686,8.84,63-39-8
hVPA_FAnC157,CDP-Choline,C14 H26 N4 O11 P2,488.1073,8,987-78-0
hVPA_FAnC158,dATP,C10 H16 N5 O12 P3,491.0008,8.54,1927-31-7
hVPA_FAnC159,ATP,C10 H16 N5 O13 P3,506.9961,8.63,56-65-5
hVPA_FAnC160,GTP,C10 H16 N5 O14 P3,522.9905,9.28,86-01-1
hVPA_FAnC161,Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0612,7.8,119340-53-3
hVPA_FAnC162,ADP-Ribose,C15 H23 N5 O14 P2,559.0715,7.28,20762-30-5
hVPA_FAnC163,dTDP-Glucose,C16 H26 N2 O16 P2,564.0757,7.4,2196-62-5
hVPA_FAnC164,UDP-Glucose,C15 H24 N2 O17 P2,566.0551,7.64,133-89-1
hVPA_FAnC165,ADP-Glucose,C16 H25 N5 O15 P2,589.0819,7.92,102129-65-7
hVPA_FAnC166,GDP-Glucose,C16 H25 N5 O16 P2,605.077,8.28,5750-57-2
hVPA_FAnC167,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.0814,7.76,7277-98-7
hVPA_FAnC168,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.0822,7.4,528-04-1
hVPA_FAnC169,GSSG,C20 H32 N6 O12 S2,612.1521,8.93,27025-41-8
hVPA_FAnC170,NAD,C21 H27 N7 O14 P2,663.1091,7.81,53-84-9
hVPA_FAnC171,NADP,C21 H28 N7 O17 P3,743.0753,8.83,53-59-8
hVPA_FAnC172,Coenzyme A (CoA),C21 H36 N7 O16 P3 S,767.115,7.51,85-61-0
hVPA_FAnC173,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1567,6.85,146-14-5
hVPA_FAnC174,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.125,7.34,72-89-9
hVPA_FAnC175,Succinyl-CoA,C25 H40 N7 O19 P3 S,867.1301,8.09,604-98-8
