compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
VPAnC53,O-Phosphoethanolamine,cell.neg,1071-23-4,C00346,Glycerophospholipid metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Citrate cycle (TCA cycle)
VPAnC56,Glutamine,cell.neg,56-85-9,C00064,Arginine biosynthesis
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Arginine biosynthesis
VPAnC62,Methionine,cell.neg,63-68-3,C00073,Cysteine and methionine metabolism
VPAnC63,D-Ribose,cell.neg,50-69-1,C00121,Pentose phosphate pathway
VPAnC64,Guanine,cell.neg,73-40-5,C00242,Purine metabolism
VPAnC65,Xanthine,cell.neg,69-89-6,C00385,Purine metabolism
VPAnC66,Ribitol,cell.neg,488-81-3,C00474,Pentose and glucuronate interconversions
VPAnC67,3-Sulfinoalanine,cell.neg,1115-65-7,C00606,Cysteine and methionine metabolism
VPAnC68,3-Hydroxyanthranilic Acid,cell.neg,548-93-6,C00632,Tryptophan metabolism
VPAnC69,Histidine,cell.neg,71-00-1,C00135,Histidine metabolism
VPAnC70,Orotic Acid,cell.neg,65-86-1,C00295,Pyrimidine metabolism
VPAnC71,Dihydroorotic Acid,cell.neg,5988-19-2,C00337,Pyrimidine metabolism
VPAnC72,Allantoin,cell.neg,97-59-6,C02348,Purine metabolism
VPAnC75,5-Hydroxylysine,cell.neg,28902-93-4,C16741,Lysine degradation
VPAnC76,Fucose,cell.neg,2438-80-4,C01019,Fructose and mannose metabolism
VPAnC77,Phenylalanine,cell.neg,63-91-2,C00079,Phenylalanine metabolism
VPAnC79,Pyridoxal,cell.neg,66-72-8,C00250,Vitamin B6 metabolism
VPAnC80,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Glycolysis / Gluconeogenesis
VPAnC81,Uric Acid,cell.neg,69-93-2,C00366,Purine metabolism
VPAnC82,DOPAC,cell.neg,102-32-9,C01161,Tyrosine metabolism
VPAnC83,Cysteic Acid,cell.neg,498-40-8,C00506,Cysteine and methionine metabolism
VPAnC84,Pyridoxine,cell.neg,65-23-6,C00314,Vitamin B6 metabolism
VPAnC85,3-Methylhistidine,cell.neg,368-16-1,C01152,Histidine metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Glycolysis / Gluconeogenesis
VPAnC87,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.neg,17989-41-2,C00093,Glycerolipid metabolism
VPAnC88,Capric Acid,cell.neg,334-48-5,C01571,Fatty acid biosynthesis
VPAnC91,cis-Aconitic Acid,cell.neg,499-12-7,C00417,Citrate cycle (TCA cycle)
VPAnC93,N-Acetylaspartic Acid,cell.neg,997-55-7,C01042,"Alanine, aspartate and glutamate metabolism"
VPAnC94,Citrulline,cell.neg,372-75-8,C00327,Arginine biosynthesis
VPAnC95,N-Carbamoyl-L-aspartic Acid,cell.neg,13184-27-5,C00438,Pyrimidine metabolism
VPAnC96,N-Formylmethionine,cell.neg,4289-98-9,C03145,Cysteine and methionine metabolism
VPAnC97,myo-Inositol,cell.neg,87-89-8,C00137,Galactose metabolism
VPAnC98,D-Glucose,cell.neg,50-99-7,C00031,Glycolysis / Gluconeogenesis
VPAnC101,D-Galactitol,cell.neg,608-66-2,C01697,Galactose metabolism
VPAnC102,4-Pyridoxic Acid,cell.neg,82-82-6,C00847,Vitamin B6 metabolism
VPAnC103,Phosphocholine,cell.neg,107-73-3,C00588,Glycerophospholipid metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Glycolysis / Gluconeogenesis
VPAnC105,N-alpha-Acetylglutamine,cell.neg,2490-97-3,C00624,Arginine biosynthesis
VPAnC106,N-Acetylglutamic Acid,cell.neg,1188-37-0,C00624,Arginine biosynthesis
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,Citrate cycle (TCA cycle)
VPAnC108,Phenylacetylglycine,cell.neg,500-98-1,C05598,Phenylalanine metabolism
VPAnC109,Glucuronic Acid,cell.neg,06556-12-3,C00191,Pentose and glucuronate interconversions
VPAnC110,L-DOPA,cell.neg,59-92-7,C00355,Tyrosine metabolism
VPAnC112,Lauric Acid,cell.neg,143-07-7,C02679,Fatty acid biosynthesis
VPAnC113,Tryptophan,cell.neg,73-22-3,C00078,"Glycine, serine and threonine metabolism"
VPAnC115,N-Acetylphenylalanine,cell.neg,2018-61-3,C03519,Phenylalanine metabolism
VPAnC116,Phosphocreatine,cell.neg,67-07-2,C02305,Arginine and proline metabolism
VPAnC119,Glycerylphosphorylethanolamine,cell.neg,1190-00-7,C01233,Glycerophospholipid metabolism
VPAnC121,O-Succinylhomoserine,cell.neg,1492-23-5,C01118,Cysteine and methionine metabolism
VPAnC122,Pantothenic Acid,cell.neg,137-08-6,C00864,beta-Alanine metabolism
VPAnC123,GlcNAc,cell.neg,7512-17-6,C00140,Amino sugar and nucleotide sugar metabolism
VPAnC124,Cystathionine,cell.neg,56-88-2,C02291,"Glycine, serine and threonine metabolism"
VPAnC126,Deoxycytidine,cell.neg,951-77-9,C00881,Pyrimidine metabolism
VPAnC127,Ribose 5-Phosphate,cell.neg,4300-28-1,C00117,Pentose phosphate pathway
VPAnC130,Cytidine,cell.neg,65-46-3,C00475,Pyrimidine metabolism
VPAnC131,Uridine,cell.neg,58-96-8,C00299,Pyrimidine metabolism
VPAnC133,Palmitoleic Acid,cell.neg,373-49-9,C08362,Fatty acid biosynthesis
VPAnC134,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid biosynthesis
VPAnC136,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Glycolysis / Gluconeogenesis
VPAnC137,Thiamine,cell.neg,59-43-8,C00378,Thiamine metabolism
VPAnC138,Inosine,cell.neg,58-63-9,C00294,Purine metabolism
VPAnC141,Linoleic Acid,cell.neg,60-33-3,C01595,Linoleic acid metabolism
VPAnC142,Oleic Acid,cell.neg,112-80-1,C00712,Fatty acid biosynthesis
VPAnC143,Guanosine,cell.neg,118-00-3,C00387,Purine metabolism
VPAnC144,Xanthosine,cell.neg,146-80-5,C01762,Purine metabolism
VPAnC145,Stearic Acid,cell.neg,57-11-4,C01530,Fatty acid biosynthesis
VPAnC146,Orotidine,cell.neg,2149-82-8,C01103,Pyrimidine metabolism
VPAnC147,Ophthalmic Acid,cell.neg,495-27-2,C21016,Cysteine and methionine metabolism
VPAnC148,Sedoheptulose 7-phosphate,cell.neg,2646-35-7,C05382,Pentose phosphate pathway
VPAnC149,L-Arginosuccinic Acid,cell.neg,2387-71-5,C03406,Arginine biosynthesis
VPAnC150,13S-HOTrE,cell.neg,74784-20-6,C16316,alpha-Linolenic acid metabolism
VPAnC152,GlcNAc-1P,cell.neg,28446-21-1,C04501,Amino sugar and nucleotide sugar metabolism
VPAnC153,Arachidonic Acid,cell.neg,506-32-1,C00219,Arachidonic acid metabolism
VPAnC154,Dihomo-gamma-linolenic Acid,cell.neg,1783-84-2,C03242,Linoleic acid metabolism
VPAnC155,Glutathione,cell.neg,70-18-8,C00051,Cysteine and methionine metabolism
VPAnC156,dUMP,cell.neg,964-26-1,C00365,Pyrimidine metabolism
VPAnC157,"11Z,14Z-Eicosadienoic Acid (20:2 n-6)",cell.neg,2091-39-6,C16525,Biosynthesis of unsaturated fatty acids
VPAnC158,Neu5Ac,cell.neg,131-48-6,C00270,Amino sugar and nucleotide sugar metabolism
VPAnC159,CMP,cell.neg,63-37-6,C00055,Pyrimidine metabolism
VPAnC160,UMP,cell.neg,58-97-9,C00105,Pyrimidine metabolism
VPAnC162,Docosahexaenoic Acid (22:6 n-3),cell.neg,6217-54-5,C06429,Biosynthesis of unsaturated fatty acids
VPAnC163,Docosapentaenoic Acid,cell.neg,24880-45-3,C16513,Biosynthesis of unsaturated fatty acids
VPAnC164,Adrenic Acid (22:4 n-6),cell.neg,28874-58-0,C16527,Biosynthesis of unsaturated fatty acids
VPAnC166,LTB4,cell.neg,71160-24-2,C02165,Arachidonic acid metabolism
VPAnC167,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Glycolysis / Gluconeogenesis
VPAnC168,AMP,cell.neg,61-19-8,C00020,Purine metabolism
VPAnC169,GMP,cell.neg,85-32-5,C00144,Purine metabolism
VPAnC171,S-Lactoylglutathione,cell.neg,54398-03-7,C03451,Pyruvate metabolism
VPAnC173,SAH,cell.neg,979-92-0,C00021,Cysteine and methionine metabolism
VPAnC174,dCDP,cell.neg,800-73-7,C00705,Pyrimidine metabolism
VPAnC176,dTDP,cell.neg,491-97-4,C00363,Pyrimidine metabolism
VPAnC177,CDP,cell.neg,63-38-7,C00112,Pyrimidine metabolism
VPAnC178,UDP,cell.neg,58-98-0,C00015,Pyrimidine metabolism
VPAnC179,dADP,cell.neg,02793-06-8,C00206,Purine metabolism
VPAnC181,ADP,cell.neg,58-64-0,C00008,Oxidative phosphorylation
VPAnC182,Folic Acid,cell.neg,59-30-3,C00504,One carbon pool by folate
VPAnC183,GDP,cell.neg,146-91-8,C00035,Purine metabolism
VPAnC184,Tetrahydrofolic Acid,cell.neg,135-16-0,C00101,"Glycine, serine and threonine metabolism"
VPAnC188,dTTP,cell.neg,365-08-2,C00459,Pyrimidine metabolism
VPAnC189,CTP,cell.neg,65-47-4,C00063,Pyrimidine metabolism
VPAnC190,UTP,cell.neg,63-39-8,C00075,Pyrimidine metabolism
VPAnC191,CDP-Choline,cell.neg,987-78-0,C00307,Glycerophospholipid metabolism
VPAnC192,dATP,cell.neg,1927-31-7,C00131,Purine metabolism
VPAnC193,ATP,cell.neg,56-65-5,C00002,Oxidative phosphorylation
VPAnC194,GTP,cell.neg,86-01-1,C00044,Purine metabolism
VPAnC195,ADP-Ribose,cell.neg,20762-30-5,C00301,Purine metabolism
VPAnC197,UDP-Galactose,cell.neg,2956-16-3,C00052,Galactose metabolism
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Pentose and glucuronate interconversions
VPAnC199,UDP-Glucuronic acid,cell.neg,2616-64-0,C00167,Pentose and glucuronate interconversions
VPAnC200,ADP-Glucose,cell.neg,102129-65-7,C00498,Starch and sucrose metabolism
VPAnC201,GDP-Glucose,cell.neg,5750-57-2,C00394,Starch and sucrose metabolism
VPAnC202,UDP-GalNAc,cell.neg,7277-98-7,C00203,Amino sugar and nucleotide sugar metabolism
VPAnC203,UDP-GlcNAc,cell.neg,528-04-1,C00043,Amino sugar and nucleotide sugar metabolism
VPAnC204,GSSG,cell.neg,27025-41-8,C00127,Glutathione metabolism
VPAnC205,NAD,cell.neg,53-84-9,C00003,Oxidative phosphorylation
VPAnC206,NADH,cell.neg,59-68-4,C00004,Oxidative phosphorylation
VPAnC209,PC(36:4),cell.neg,00-00-021,C00157,Glycerophospholipid metabolism
VPAnC210,FAD,cell.neg,146-14-5,C00016,Riboflavin metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Glycolysis / Gluconeogenesis
VPApC3,Cysteamine,cell.pos,60-23-1,C01678,Taurine and hypotaurine metabolism
VPApC5,Alanine,cell.pos,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
VPApC6,Sarcosine,cell.pos,107-97-1,C00213,"Glycine, serine and threonine metabolism"
VPApC7,Beta-Alanine,cell.pos,107-95-9,C00099,Pyrimidine metabolism
VPApC8,2-Aminobutyric Acid,cell.pos,1492-24-6,C02356,Cysteine and methionine metabolism
VPApC10,Choline,cell.pos,62-49-7,C00114,"Glycine, serine and threonine metabolism"
VPApC11,Serine,cell.pos,56-45-1,C00065,"Glycine, serine and threonine metabolism"
VPApC12,Hypotaurine,cell.pos,300-84-5,C00519,Taurine and hypotaurine metabolism
VPApC13,Cytosine,cell.pos,71-30-7,C00380,Pyrimidine metabolism
VPApC14,Uracil,cell.pos,66-22-8,C00106,Pyrimidine metabolism
VPApC15,Creatinine,cell.pos,60-27-5,C00791,Arginine and proline metabolism
VPApC16,"5,6-Dihydrouracil",cell.pos,504-07-4,C00429,Pyrimidine metabolism
VPApC17,Proline,cell.pos,147-85-3,C00148,Arginine and proline metabolism
VPApC18,Guanidinoacetic Acid,cell.pos,352-97-6,C00581,"Glycine, serine and threonine metabolism"
VPApC19,Valine,cell.pos,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
VPApC20,Betaine,cell.pos,107-43-7,C00719,"Glycine, serine and threonine metabolism"
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Citrate cycle (TCA cycle)
VPApC22,Methylmalonic Acid,cell.pos,516-05-2,C02170,Pyrimidine metabolism
VPApC23,Threonine,cell.pos,72-19-5,C00188,"Glycine, serine and threonine metabolism"
VPApC24,Nicotinamide,cell.pos,98-92-0,C00153,Nicotinate and nicotinamide metabolism
VPApC26,5-Methylcytosine,cell.pos,554-01-8,C02376,Pyrimidine metabolism
VPApC27,Thymine,cell.pos,65-71-4,C00178,Pyrimidine metabolism
VPApC28,Dihydrothymine,cell.pos,696-04-8,C21028,Pyrimidine metabolism
VPApC29,4-Oxoproline,cell.pos,4347-18-6,C01877,Arginine and proline metabolism
VPApC30,Ketoleucine,cell.pos,816-66-0,C00233,"Valine, leucine and isoleucine degradation"
VPApC31,trans-4-Hydroxyproline,cell.pos,51-35-4,C01157,Arginine and proline metabolism
VPApC32,Creatine,cell.pos,57-00-1,C00300,"Glycine, serine and threonine metabolism"
VPApC33,Isoleucine,cell.pos,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
VPApC34,Leucine,cell.pos,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
VPApC35,Asparagine,cell.pos,70-47-3,C00152,"Alanine, aspartate and glutamate metabolism"
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Arginine biosynthesis
VPApC38,Adenine,cell.pos,73-24-5,C00147,Purine metabolism
VPApC39,Hypoxanthine,cell.pos,68-94-0,C00262,Purine metabolism
VPApC40,N-Methylnicotinate,cell.pos,535-83-1,C01004,Nicotinate and nicotinamide metabolism
VPApC41,O-Phosphoethanolamine,cell.pos,1071-23-4,C00346,Glycerophospholipid metabolism
VPApC42,Caprylic Acid,cell.pos,124-07-2,C06423,Fatty acid biosynthesis
VPApC43,Deoxycarnitine,cell.pos,407-64-7,C01181,Lysine degradation
VPApC44,Glutamine,cell.pos,56-85-9,C00064,Arginine biosynthesis
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine biosynthesis
VPApC48,Methionine,cell.pos,63-68-3,C00073,Cysteine and methionine metabolism
VPApC49,D-Ribose,cell.pos,50-69-1,C00121,Pentose phosphate pathway
VPApC50,Guanine,cell.pos,73-40-5,C00242,Purine metabolism
VPApC51,Xanthine,cell.pos,69-89-6,C00385,Purine metabolism
VPApC52,3-Sulfinoalanine,cell.pos,1115-65-7,C00606,Cysteine and methionine metabolism
VPApC53,Histidine,cell.pos,71-00-1,C00135,Histidine metabolism
VPApC54,Orotic Acid,cell.pos,65-86-1,C00295,Pyrimidine metabolism
VPApC55,Allantoin,cell.pos,97-59-6,C02348,Purine metabolism
VPApC59,L-Rhamnose,cell.pos,10030-85-0,C00507,Fructose and mannose metabolism
VPApC60,Fucose,cell.pos,2438-80-4,C01019,Fructose and mannose metabolism
VPApC61,Phenylalanine,cell.pos,63-91-2,C00079,Phenylalanine metabolism
VPApC63,Pyridoxal,cell.pos,66-72-8,C00250,Vitamin B6 metabolism
VPApC64,Cysteic Acid,cell.pos,498-40-8,C00506,Cysteine and methionine metabolism
VPApC65,Pyridoxine,cell.pos,65-23-6,C00314,Vitamin B6 metabolism
VPApC66,3-Methylhistidine,cell.pos,368-16-1,C01152,Histidine metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Glycolysis / Gluconeogenesis
VPApC68,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.pos,17989-41-2,C00093,Glycerolipid metabolism
VPApC69,Arginine,cell.pos,74-79-3,C00062,Arginine biosynthesis
VPApC70,N-Carbamoyl-L-aspartic Acid,cell.pos,13184-27-5,C00438,Pyrimidine metabolism
VPApC71,Cysteine-Glycine dipeptide,cell.pos,19246-18-5,C01419,Glutathione metabolism
VPApC74,D-Galactitol,cell.pos,608-66-2,C01697,Galactose metabolism
VPApC75,Phosphocholine,cell.pos,107-73-3,C00588,Glycerophospholipid metabolism
VPApC76,Vanylglycol,cell.pos,67423-45-4,C05594,Tyrosine metabolism
VPApC77,O-Phosphoserine,cell.pos,407-41-0,C01005,"Glycine, serine and threonine metabolism"
VPApC78,N-alpha-Acetylglutamine,cell.pos,2490-97-3,C00624,Arginine biosynthesis
VPApC79,"NE,NE,NE-Trimethyllysine",cell.pos,55528-53-5,C03793,Lysine degradation
VPApC80,Kynurenic Acid,cell.pos,492-27-3,C01717,Tryptophan metabolism
VPApC82,Tryptophan,cell.pos,73-22-3,C00078,"Glycine, serine and threonine metabolism"
VPApC83,Kynurenine,cell.pos,2922-83-0,C00328,Tryptophan metabolism
VPApC84,Phosphocreatine,cell.pos,67-07-2,C02305,Arginine and proline metabolism
VPApC85,Glycerylphosphorylethanolamine,cell.pos,1190-00-7,C01233,Glycerophospholipid metabolism
VPApC87,O-Succinylhomoserine,cell.pos,1492-23-5,C01118,Cysteine and methionine metabolism
VPApC88,Pantothenic Acid,cell.pos,137-08-6,C00864,beta-Alanine metabolism
VPApC89,GlcNAc,cell.pos,7512-17-6,C00140,Amino sugar and nucleotide sugar metabolism
VPApC90,Cystathionine,cell.pos,56-88-2,C02291,"Glycine, serine and threonine metabolism"
VPApC91,Carnosine,cell.pos,305-84-0,C00386,Histidine metabolism
VPApC92,Deoxycytidine,cell.pos,951-77-9,C00881,Pyrimidine metabolism
VPApC94,Cytidine,cell.pos,65-46-3,C00475,Pyrimidine metabolism
VPApC95,Uridine,cell.pos,58-96-8,C00299,Pyrimidine metabolism
VPApC96,Biotin,cell.pos,58-85-5,C00120,Biotin metabolism
VPApC98,Pyridoxal 5-Phosphate,cell.pos,54-47-7,C00018,Thiamine metabolism
VPApC99,Palmitoleic Acid,cell.pos,373-49-9,C08362,Fatty acid biosynthesis
VPApC100,Glycerol-3-phosphocholine,cell.pos,28319-77-9,C00670,Glycerophospholipid metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Glycolysis / Gluconeogenesis
VPApC104,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Glycolysis / Gluconeogenesis
VPApC105,Thiamine,cell.pos,59-43-8,C00378,Thiamine metabolism
VPApC106,Adenosine,cell.pos,58-61-7,C00212,Purine metabolism
VPApC107,Inosine,cell.pos,58-63-9,C00294,Purine metabolism
VPApC109,Linoleic Acid,cell.pos,60-33-3,C01595,Linoleic acid metabolism
VPApC111,Guanosine,cell.pos,118-00-3,C00387,Purine metabolism
VPApC112,Xanthosine,cell.pos,146-80-5,C01762,Purine metabolism
VPApC113,L-Arginosuccinic Acid,cell.pos,2387-71-5,C03406,Arginine biosynthesis
VPApC114,5-Methylthioadenosine,cell.pos,2457-80-9,C00170,Cysteine and methionine metabolism
VPApC116,"2,3-cyclic CMP",cell.pos,633-90-9,C02354,Pyrimidine metabolism
VPApC117,Glutathione,cell.pos,70-18-8,C00051,Cysteine and methionine metabolism
VPApC118,"11Z,14Z-Eicosadienoic Acid (20:2 n-6)",cell.pos,2091-39-6,C16525,Biosynthesis of unsaturated fatty acids
VPApC119,CMP,cell.pos,63-37-6,C00055,Pyrimidine metabolism
VPApC120,UMP,cell.pos,58-97-9,C00105,Pyrimidine metabolism
VPApC121,NMN,cell.pos,1094-61-7,C00455,Nicotinate and nicotinamide metabolism
VPApC123,AMP,cell.pos,61-19-8,C00020,Purine metabolism
VPApC126,GMP,cell.pos,85-32-5,C00144,Purine metabolism
VPApC127,Riboflavin,cell.pos,83-88-5,C00255,Riboflavin metabolism
VPApC128,2-Arachidonoylglycerol,cell.pos,53847-30-6,C13856,Neuroactive ligand-receptor interaction
VPApC129,SAH,cell.pos,979-92-0,C00021,Cysteine and methionine metabolism
VPApC131,Palmitoylcarnitine,cell.pos,2364-67-2,C02990,Fatty acid degradation
VPApC132,CDP,cell.pos,63-38-7,C00112,Pyrimidine metabolism
VPApC134,ADP,cell.pos,58-64-0,C00008,Oxidative phosphorylation
VPApC135,GDP,cell.pos,146-91-8,C00035,Purine metabolism
VPApC136,dCTP,cell.pos,2056-98-6,C00458,Pyrimidine metabolism
VPApC140,dTTP,cell.pos,365-08-2,C00459,Pyrimidine metabolism
VPApC141,CTP,cell.pos,65-47-4,C00063,Pyrimidine metabolism
VPApC142,UTP,cell.pos,63-39-8,C00075,Pyrimidine metabolism
VPApC143,CDP-Choline,cell.pos,987-78-0,C00307,Glycerophospholipid metabolism
VPApC144,dATP,cell.pos,1927-31-7,C00131,Purine metabolism
VPApC145,LysoPC(16:1),cell.pos,00-00-014,C04230,Glycerophospholipid metabolism
VPApC146,LysoPC(16:0),cell.pos,00-00-015,C04230,Glycerophospholipid metabolism
VPApC147,ATP,cell.pos,56-65-5,C00002,Oxidative phosphorylation
VPApC148,LysoPC(18:3),cell.pos,00-00-016,C04230,Glycerophospholipid metabolism
VPApC149,LysoPC(18:2),cell.pos,00-00-017,C04230,Glycerophospholipid metabolism
VPApC150,LysoPC(18:1),cell.pos,00-00-018,C04230,Glycerophospholipid metabolism
VPApC151,GTP,cell.pos,86-01-1,C00044,Purine metabolism
VPApC152,LysoPC(18:0),cell.pos,00-00-019,C04230,Glycerophospholipid metabolism
VPApC153,PAF C18:1,cell.pos,86288-90-1,C04598,Ether lipid metabolism
VPApC154,PAF C18,cell.pos,79549-26-1,C04598,Ether lipid metabolism
VPApC155,ADP-Ribose,cell.pos,20762-30-5,C00301,Purine metabolism
VPApC156,UDP-Galactose,cell.pos,2956-16-3,C00052,Galactose metabolism
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Pentose and glucuronate interconversions
VPApC158,UDP-Glucuronic acid,cell.pos,2616-64-0,C00167,Pentose and glucuronate interconversions
VPApC159,ADP-Glucose,cell.pos,102129-65-7,C00498,Starch and sucrose metabolism
VPApC160,GDP-Glucose,cell.pos,5750-57-2,C00394,Starch and sucrose metabolism
VPApC161,UDP-GalNAc,cell.pos,7277-98-7,C00203,Amino sugar and nucleotide sugar metabolism
VPApC162,UDP-GlcNAc,cell.pos,528-04-1,C00043,Amino sugar and nucleotide sugar metabolism
VPApC163,GSSG,cell.pos,27025-41-8,C00127,Glutathione metabolism
VPApC164,NAD,cell.pos,53-84-9,C00003,Oxidative phosphorylation
VPApC165,NADH,cell.pos,59-68-4,C00004,Oxidative phosphorylation
VPApC167,Sphingomyelin,cell.pos,85187-10-6,C00550,Sphingolipid metabolism
VPApC169,PC(34:2),cell.pos,8002-43-5,C00157,Glycerophospholipid metabolism
VPApC171,PC(35:2),cell.pos,00-00-020,C00157,Glycerophospholipid metabolism
VPApC172,PC(36:4),cell.pos,00-00-021,C00157,Glycerophospholipid metabolism
VPApC173,FAD,cell.pos,146-14-5,C00016,Riboflavin metabolism
VPApC174,PC(36:2),cell.pos,00-00-022,C00157,Glycerophospholipid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Glycolysis / Gluconeogenesis
VPAnM1,Urea,med.neg,57-13-6,C00086,Arginine biosynthesis
VPAnM2,Methylglyoxal,med.neg,78-98-8,C00546,"Glycine, serine and threonine metabolism"
VPAnM3,Glyoxylic Acid,med.neg,298-12-4,C00048,Purine metabolism
VPAnM4,Propionic Acid,med.neg,79-09-4,C00163,Propanoate metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Glycolysis / Gluconeogenesis
VPAnM7,Alanine,med.neg,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
VPAnM8,Lactic Acid,med.neg,79-33-4,C00186,Glycolysis / Gluconeogenesis
VPAnM9,Acetoacetic Acid,med.neg,541-50-4,C00164,Synthesis and degradation of ketone bodies
VPAnM10,Serine,med.neg,56-45-1,C00065,"Glycine, serine and threonine metabolism"
