compound_short,compound_full,Formula,Mass,RT,CAS_ID
Lrp6CDp133,LysoPC(18:1),C26 H52 N O7 P,521.344,9.26,00-00-018
Lrp6CDp134,GTP,C10 H16 N5 O14 P3,522.993,11.45,86-01-1
Lrp6CDp135,LysoPC(18:0),C26 H54 N O7 P,523.36,9.22,00-00-019
Lrp6CDp136,PAF C18:1,C28 H56 N O7 P,549.373,9.15,86288-90-1
Lrp6CDp137,ADP-Ribose,C15 H23 N5 O14 P2,559.067,7.4,20762-30-5
Lrp6CDp138,Protoporphyrin,C34 H34 N4 O4,562.259,2.97,553-12-8
Lrp6CDp139,GDP-Glucose,C16 H25 N5 O16 P2,605.073,7.68,5750-57-2
Lrp6CDp140,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.08,6.73,528-04-1
Lrp6CDp141,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.08,6.92,7277-98-7
Lrp6CDp142,GSSG,C20 H32 N6 O12 S2,612.152,10.89,27025-41-8
Lrp6CDp143,NAD,C21 H27 N7 O14 P2,663.106,9.7,53-84-9
Lrp6CDp144,NADH,C21 H29 N7 O14 P2,665.12,7.14,59-68-4
Lrp6CDp145,Phosphatidylethanolamine(32:0),C37 H74 N O8 P,691.509,4.49,5681-36-7
Lrp6CDp146,Sphingomyelin,C41 H83 N2 O6 P,730.595,8.58,85187-10-6
Lrp6CDp147,NADP,C21 H28 N7 O17 P3,743.077,12.41,53-59-8
Lrp6CDp148,PC(34:2),C42 H80 N O8 P,757.561,7.53,8002-43-5
Lrp6CDp149,Arachidonoyl-PAF,C44 H82 N O7 P,767.579,7.39,86288-11-1
Lrp6CDp150,PC(35:2),C43 H82 N O8 P,771.582,7.5,00-00-020
Lrp6CDp151,PC(36:4),C44 H80 N O8 P,781.561,7.31,00-00-021
Lrp6CDp152,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.161,7.39,146-14-5
Lrp6CDp153,PC(36:2),C44 H84 N O8 P,785.592,7.42,00-00-022
