compound_short,compound_full,formula,mass,rt,cas_id
hVPA_FAnC63,Pyridoxal,C8 H9 N O3,167.0579,1.28,66-72-8
hVPA_FAnC64,Uric Acid,C5 H4 N4 O3,168.0281,4.11,69-93-2
hVPA_FAnC65,"3,4-Dihydroxyphenylacetic Acid (DOPAC)",C8 H8 O4,168.0404,1.34,102-32-9
hVPA_FAnC66,Pyridoxine,C8 H11 N O3,169.0739,1.27,65-23-6
hVPA_FAnC67,Glycerol 2-Phosphate,C3 H9 O6 P,172.0136,7.47,17181-54-3
hVPA_FAnC68,Capric Acid,C10 H20 O2,172.1459,0.78,334-48-5
hVPA_FAnC69,cis-Aconitic acid,C6 H6 O6,174.0163,6.55,499-12-7
hVPA_FAnC70,Arginine,C6 H14 N4 O2,174.1116,11.46,74-79-3
hVPA_FAnC71,N-Formylmethionine,C6 H11 N O3 S,177.0457,1.35,4289-98-9
hVPA_FAnC72,D-Fructose,C6 H12 O6,180.0633,3.37,57-48-7
hVPA_FAnC73,D-Glucose,C6 H12 O6,180.0634,4.58,50-99-7
hVPA_FAnC74,myo-Inositol,C6 H12 O6,180.0634,6.89,87-89-8
hVPA_FAnC75,Tyrosine,C9 H11 N O3,181.0741,4.59,60-18-4
hVPA_FAnC76,4-Hydroxyphenyllactic Acid,C9 H10 O4,182.0573,1.31,6482-98-0
hVPA_FAnC77,D-Galactitol,C6 H14 O6,182.0779,4.59,608-66-2
hVPA_FAnC78,D-Sorbitol,C6 H14 O6,182.0791,4.25,50-70-4
hVPA_FAnC79,4-Pyridoxic Acid,C8 H9 N O4,183.0541,1.35,82-82-6
hVPA_FAnC80,Phosphocholine,C5 H14 N O4 P,183.0659,9.25,107-73-3
hVPA_FAnC81,N-alpha-Acetyl-L-glutamine,C7 H12 N2 O4,188.0797,3.6,2490-97-3
hVPA_FAnC82,10-Hydroxydecanoate,C10 H20 O3,188.1408,0.78,1679-53-4
hVPA_FAnC83,N-Acetylglutamic Acid,C7 H11 N O5,189.0637,6.17,1188-37-0
hVPA_FAnC84,Citric Acid,C6 H8 O7,192.0271,8.58,77-92-9
hVPA_FAnC85,Lauric Acid,C12 H24 O2,200.1778,0.75,143-07-7
hVPA_FAnC86,N6-Dimethylallyladenine (Isopentenyladenine),C10 H13 N5,203.1157,1.03,2365-40-4
hVPA_FAnC87,Tryptophan,C11 H12 N2 O2,204.0899,3.12,73-22-3
hVPA_FAnC88,12-Hydroxydodecanoic Acid,C12 H24 O3,216.172,0.8,505-95-3
hVPA_FAnC89,Pantothenic Acid,C9 H17 N O5,219.1108,2.27,137-08-6
hVPA_FAnC90,Cystathionine,C7 H14 N2 O4 S,222.0674,8.42,56-88-2
hVPA_FAnC91,Methyl Jasmonate,C13 H20 O3,224.1411,0.73,1211-29-6
hVPA_FAnC92,Carnosine,C9 H14 N4 O3,226.1067,7.93,305-84-0
hVPA_FAnC93,Myristic Acid,C14 H28 O2,228.209,0.73,544-63-8
hVPA_FAnC94,Cytidine,C9 H13 N3 O5,243.0854,2.78,65-46-3
hVPA_FAnC95,Uridine,C9 H12 N2 O6,244.0697,1.69,58-96-8
hVPA_FAnC96,Palmitoleic Acid,C16 H30 O2,254.2247,0.72,373-49-9
hVPA_FAnC97,Palmitic Acid,C16 H32 O2,256.2409,0.72,57-10-3
hVPA_FAnC98,D-Glucose 6-phosphate,C6 H13 O9 P,260.0295,8.46,56-73-5
hVPA_FAnC99,D-Fructose 6-phosphate,C6 H13 O9 P,260.0296,7.88,643-13-0
hVPA_FAnC100,Thiamine (Vit B1),C12 H16 N4 O S,264.1045,7.5,59-43-8
hVPA_FAnC101,Inosine,C10 H12 N4 O5,268.0809,2.32,58-63-9
hVPA_FAnC102,Heptadecanoic Acid,C17 H34 O2,270.2559,0.71,506-12-7
hVPA_FAnC103,Oleic Acid,C18 H34 O2,282.2565,0.71,112-80-1
hVPA_FAnC104,Guanosine,C10 H13 N5 O5,283.0904,3.32,118-00-3
hVPA_FAnC105,Stearic Acid,C18 H36 O2,284.2722,0.7,57-11-4
hVPA_FAnC106,Ophthalmic Acid,C11 H19 N3 O6,289.1273,6.73,495-27-2
hVPA_FAnC107,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.0893,1.09,2457-80-9
hVPA_FAnC108,1-Monomyristin,C17 H34 O4,302.2453,0.72,75685-84-6
hVPA_FAnC109,N-Acetylaspartyl Glutamic Acid,C11 H16 N2 O8,304.0905,7.19,3106-85-2
hVPA_FAnC110,Glutathione (GSH),C10 H17 N3 O6 S,307.0842,6.74,70-18-8
hVPA_FAnC111,N-Acetylneuraminic Acid,C11 H19 N O9,309.1059,5.85,131-48-6
hVPA_FAnC112,Arachidic Acid,C20 H40 O2,312.3027,0.7,506-30-9
hVPA_FAnC113,CMP,C9 H14 N3 O8 P,323.0519,7.94,63-37-6
hVPA_FAnC114,UMP,C9 H13 N2 O9 P,324.0358,7.52,58-97-9
hVPA_FAnC115,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.2407,0.7,6217-54-5
hVPA_FAnC116,3-Phosphoglyceroinositol,C9 H19 O11 P,334.0665,7.45,00-00-006
hVPA_FAnC117,Erucic Acid,C22 H42 O2,338.3182,0.69,112-86-7
hVPA_FAnC118,AMP,C10 H14 N5 O7 P,347.0631,7.45,61-19-8
hVPA_FAnC119,Tricosanoic Acid,C23 H46 O2,354.3496,0.69,2433-96-7
hVPA_FAnC120,Nervonic Acid,C24 H46 O2,366.3497,0.68,506-37-6
hVPA_FAnC121,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.1213,6.95,979-92-0
hVPA_FAnC122,CDP,C9 H15 N3 O11 P2,403.018,8.91,63-38-7
hVPA_FAnC123,UDP,C9 H14 N2 O12 P2,404.0021,8.6,58-98-0
hVPA_FAnC124,ADP,C10 H15 N5 O10 P2,427.0293,7.93,58-64-0
hVPA_FAnC125,dGDP,C10 H15 N5 O10 P2,427.0293,8.43,102783-74-4
hVPA_FAnC126,GDP,C10 H15 N5 O11 P2,443.0241,9.05,146-91-8
hVPA_FAnC127,UTP,C9 H15 N2 O15 P3,483.9683,8.6,63-39-8
hVPA_FAnC128,ATP,C10 H16 N5 O13 P3,506.9957,8.43,56-65-5
hVPA_FAnC129,GTP,C10 H16 N5 O14 P3,522.9901,9.05,86-01-1
hVPA_FAnC130,Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0608,7.7,119340-53-3
hVPA_FAnC131,dTDP-Glucose,C16 H26 N2 O16 P2,564.0753,7.11,2196-62-5
hVPA_FAnC132,UDP-Glucose,C15 H24 N2 O17 P2,566.0546,7.35,133-89-1
hVPA_FAnC133,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.0826,7.11,7277-98-7
hVPA_FAnC134,GSSG,C20 H32 N6 O12 S2,612.1515,8.68,27025-41-8
hVPA_FAnC135,NAD,C21 H27 N7 O14 P2,663.1086,7.7,53-84-9
hVPA_FAnC136,NADH,C21 H29 N7 O14 P2,665.1241,6.63,59-68-4
hVPA_FAnC137,NADP,C21 H28 N7 O17 P3,743.0747,8.61,53-59-8
hVPA_FAnC138,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1559,6.62,146-14-5
hVPA_FAnC139,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.1252,7.05,72-89-9
