compound_short,compound_full,formula,mass,rt,cas_id
VPA_FAnC73,Cysteic Acid,C3 H7 N O5 S,169.004,4.15,498-40-8
VPA_FAnC74,G3P,C3 H7 O6 P,170.002,10.68,591-57-1
VPA_FAnC75,Glycerol 1-Phosphate / Glycerol 3-Phosphate,C3 H9 O6 P,172.018,10.42,17989-41-2
VPA_FAnC76,trans-Aconitic Acid,C6 H6 O6,174.017,9.08,4023-65-8
VPA_FAnC77,cis-Aconitic Acid,C6 H6 O6,174.017,7.29,499-12-7
VPA_FAnC78,Arginine,C6 H14 N4 O2,174.112,24.5,74-79-3
VPA_FAnC79,N-Acetylaspartic Acid,C6 H9 N O5,175.038,7.91,997-55-7
VPA_FAnC80,N-Carbamoyl-L-aspartic Acid,C5 H8 N2 O5,176.037,8.77,13184-27-5
VPA_FAnC81,D-Glucose,C6 H12 O6,180.064,2.49,50-99-7
VPA_FAnC82,myo-Inositol,C6 H12 O6,180.065,5.23,87-89-8
VPA_FAnC83,D-Fructose,C6 H12 O6,180.065,3.02,57-48-7
VPA_FAnC84,Tyrosine,C9 H11 N O3,181.067,6.35,60-18-4
VPA_FAnC85,Homovanillic Acid,C9 H10 O4,182.059,1.53,306-08-1
VPA_FAnC86,D-Galactitol,C6 H14 O6,182.081,3.67,608-66-2
VPA_FAnC87,3-Phosphoglyceric Acid,C3 H7 O7 P,185.996,10.7,80731-10-8
VPA_FAnC88,N-alpha-Acetylglutamine,C7 H12 N2 O4,188.082,5.76,2490-97-3
VPA_FAnC89,Citric Acid,C6 H8 O7,192.034,9.07,77-92-9
VPA_FAnC90,Glucuronic Acid,C6 H10 O7,194.042,3.67,06556-12-3
VPA_FAnC91,Galacturonic Acid,C6 H10 O7,194.043,5.27,685-73-4
VPA_FAnC92,11-Dodecenoic acid,C12 H22 O2,198.161,1.16,65423-25-8
VPA_FAnC93,Lauric Acid,C12 H24 O2,200.178,1.17,143-07-7
VPA_FAnC94,Cysteine-S-sulfonic Acid,C3 H7 N O5 S2,200.978,2.16,1637-71-4
VPA_FAnC95,Tryptophan,C11 H12 N2 O2,204.093,5.97,73-22-3
VPA_FAnC96,Lipoic Acid,C8 H14 O2 S2,206.037,2.88,1077-28-7
VPA_FAnC97,Phosphocreatine,C4 H10 N3 O5 P,211.04,11.44,67-07-2
VPA_FAnC98,Tridecanoic acid,C13 H26 O2,214.192,1.17,638-53-9
VPA_FAnC99,O-Succinylhomoserine,C8 H13 N O6,219.066,8.18,1492-23-5
VPA_FAnC100,Pantothenic Acid,C9 H17 N O5,219.113,4.23,137-08-6
VPA_FAnC101,GalNAc,C8 H15 N O6,221.085,3.65,1811-31-0
VPA_FAnC102,Cystathionine,C7 H14 N2 O4 S,222.071,11.7,56-88-2
VPA_FAnC103,Myristoleic Acid,C14 H26 O2,226.187,1.15,544-64-9
VPA_FAnC104,Deoxycytidine,C9 H13 N3 O4,227.084,6.66,951-77-9
VPA_FAnC105,Myristic Acid,C14 H28 O2,228.21,1.18,544-63-8
VPA_FAnC106,10Z-Pentadecenoic Acid,C15 H28 O2,240.205,1.13,84743-29-3
VPA_FAnC107,Thymidine,C10 H14 N2 O5,242.096,3.69,50-89-5
VPA_FAnC108,Pentadecanoic Acid,C15 H30 O2,242.225,1.15,1002-84-2
VPA_FAnC109,Uridine,C9 H12 N2 O6,244.073,1.73,58-96-8
VPA_FAnC110,Palmitoleic Acid,C16 H30 O2,254.224,1.17,373-49-9
VPA_FAnC111,Palmitic Acid,C16 H32 O2,256.244,1.16,57-10-3
VPA_FAnC112,Ribothymidine,C10 H14 N2 O6,258.088,5.13,1463-10-1
VPA_FAnC113,D-Glucose 6-phosphate,C6 H13 O9 P,260.034,10.64,56-73-5
VPA_FAnC114,Thiamine,C12 H16 N4 O S,264.106,24.78,59-43-8
VPA_FAnC115,Homocystine,C8 H16 N2 O4 S2,268.057,9.95,462-10-2
VPA_FAnC116,Inosine,C10 H12 N4 O5,268.083,2.64,58-63-9
VPA_FAnC117,10Z-Heptadecenoic Acid,C17 H32 O2,268.238,1.15,29743-97-3
VPA_FAnC118,Heptadecanoic Acid,C17 H34 O2,270.255,1.15,506-12-7
VPA_FAnC119,Estradiol-17alpha,C18 H24 O2,272.181,1.03,57-91-0
VPA_FAnC120,Myoinositol-methyl-phosphate,C7 H15 O9 P,274.05,6.63,00-00-004
VPA_FAnC121,Linoleic Acid,C18 H32 O2,280.24,1.16,60-33-3
VPA_FAnC122,Oleic Acid,C18 H34 O2,282.258,1.15,112-80-1
VPA_FAnC123,Guanosine,C10 H13 N5 O5,283.094,3.07,118-00-3
VPA_FAnC124,Stearic Acid,C18 H36 O2,284.275,1.15,57-11-4
VPA_FAnC125,Orotidine,C10 H12 N2 O8,288.064,2.05,2149-82-8
VPA_FAnC126,13S-HOTrE,C18 H30 O3,294.214,1.21,74784-20-6
VPA_FAnC127,Ricinoleic Acid,C18 H34 O3,298.247,1.19,141-22-0
VPA_FAnC128,1-Monomyristin,C17 H34 O4,302.247,1.16,75685-84-6
VPA_FAnC129,Arachidonic Acid,C20 H32 O2,304.243,1.14,506-32-1
VPA_FAnC130,Dihomo-gamma-linolenic Acid,C20 H34 O2,306.255,1.14,1783-84-2
VPA_FAnC131,Glutathione,C10 H17 N3 O6 S,307.089,8.44,70-18-8
VPA_FAnC132,Neu5Ac,C11 H19 N O9,309.109,5.22,131-48-6
VPA_FAnC133,11Z-Eicosenoic Acid,C20 H38 O2,310.286,1.13, 5561-99-9
VPA_FAnC134,Arachidic Acid,C20 H40 O2,312.303,1.13,506-30-9
VPA_FAnC135,UMP,C9 H13 N2 O9 P,324.04,9.62,58-97-9
VPA_FAnC136,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.245,1.14,6217-54-5 
VPA_FAnC137,Adrenic Acid (22:4 n-6),C22 H36 O2,332.273,1.13,28874-58-0
VPA_FAnC138,3-Phosphoglyceroinositol,C9 H19 O11 P,334.067,6.9,00-00-006
VPA_FAnC139,AMP,C10 H14 N5 O7 P,347.068,10.42,61-19-8
VPA_FAnC140,GMP,C10 H14 N5 O8 P,363.061,10.4,85-32-5
VPA_FAnC141,5a-Allotetrahydrocortisol,C21 H34 O5,366.234,1.13,302-91-0
VPA_FAnC142,Lignoceric Acid,C24 H48 O2,368.362,1.11,557-59-5
VPA_FAnC143,Adrenoyl ethanolamide,C24 H41 N O2,375.309,1.14,150314-35-5
VPA_FAnC144,SAH,C14 H20 N6 O5 S,384.124,8.78,979-92-0
VPA_FAnC145,Palmitoyl dopamine,C24 H41 N O3,391.303,1.17,136181-87-8
VPA_FAnC146,dTDP,C10 H16 N2 O11 P2,402.015,9.62,491-97-4
VPA_FAnC147,CDP,C9 H15 N3 O11 P2,403.02,11.1,63-38-7
VPA_FAnC148,UDP,C9 H14 N2 O12 P2,404.007,10.08,58-98-0
VPA_FAnC149,ADP,C10 H15 N5 O10 P2,427.034,10.79,58-64-0
VPA_FAnC150,Folic Acid,C19 H19 N7 O6,441.137,8.24,59-30-3
VPA_FAnC151,GDP,C10 H15 N5 O11 P2,443.028,10.86,146-91-8
VPA_FAnC152,5-Methyl-DHF,C20 H23 N7 O6,457.171,9.65,59904-24-4
VPA_FAnC153,Cholesterol Sulfate,C27 H46 O4 S,466.313,0.67,1256-86-6
VPA_FAnC154,LysoPE(18:2),C23 H44 N O7 P,477.284,6.09,00-00-011
VPA_FAnC155,LysoPE(18:0),C23 H48 N O7 P,481.317,6.02,00-00-012
VPA_FAnC156,dTTP,C10 H17 N2 O14 P3,481.992,10.37,365-08-2
VPA_FAnC157,CTP,C9 H16 N3 O14 P3,482.987,11.28,65-47-4
VPA_FAnC158,UTP,C9 H15 N2 O15 P3,483.972,10.33,63-39-8
VPA_FAnC159,dATP,C10 H16 N5 O12 P3,490.999,11.2,1927-31-7
VPA_FAnC160,ATP,C10 H16 N5 O13 P3,507,10.95,56-65-5
VPA_FAnC161,GTP,C10 H16 N5 O14 P3,522.993,10.95,86-01-1
VPA_FAnC162,ADP-Ribose,C15 H23 N5 O14 P2,559.071,7.1,20762-30-5
VPA_FAnC163,dTDP-Glucose,C16 H26 N2 O16 P2,564.077,6.55,2196-62-5
VPA_FAnC164,UDP-Glucose,C15 H24 N2 O17 P2,566.053,6.43,133-89-1
VPA_FAnC165,UDP-Galactose,C15 H24 N2 O17 P2,566.054,6.69,2956-16-3
VPA_FAnC166,UDP-Glucuronic acid,C15 H22 N2 O18 P2,580.037,7.15,2616-64-0
VPA_FAnC167,ADP-Glucose,C16 H25 N5 O15 P2,589.077,7.44,102129-65-7
VPA_FAnC168,GDP-Glucose,C16 H25 N5 O16 P2,605.076,7.4,5750-57-2
VPA_FAnC169,UDP-GalNAc,C17 H27 N3 O17 P2,607.086,6.73,7277-98-7
VPA_FAnC170,UDP-GlcNAc,C17 H27 N3 O17 P2,607.089,6.54,528-04-1
VPA_FAnC171,GSSG,C20 H32 N6 O12 S2,612.152,10.65,27025-41-8
VPA_FAnC172,NAD,C21 H27 N7 O14 P2,663.11,9.44,53-84-9
VPA_FAnC173,NADH,C21 H29 N7 O14 P2,665.124,6.94,59-68-4
VPA_FAnC174,NADP,C21 H28 N7 O17 P3,743.073,12.13,53-59-8
VPA_FAnC175,CoA,C21 H36 N7 O16 P3 S,767.113,9.93,85-61-0
VPA_FAnC176,PC(36:4),C44 H80 N O8 P,781.561,7.64,00-00-021
VPA_FAnC177,FAD,C27 H33 N9 O15 P2,785.153,6.8,146-14-5
VPA_FAnC178,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.123,9.78,72-89-9
