compound_short,term,estimate,statistic,p.value,lod,adj_pval,FC,change_in_vpa,compound_full,formula,mass,rt,cas_id
hVPA_FAnC19,vpa_highFA,1.4135642379709967,10.843382753818005,1.0998573580528123e-9,12.327848142471868,4.3554351378891366e-7,2.663944891499097,up,Proline,C5 H9 N O2,115.0634,4.78,147-85-3
hVPA_FAnC43,vpa_highFA,-0.8885679795838559,-4.917202915724445,8.999434792735506e-5,0.8119250881992741,0.035637761779232606,0.5401500056363283,down,N-Acetylserine,C5 H9 N O4,147.0531,2.9,16354-58-8
hVPA_FAnC44,vpa_highFA,0.4850256228290206,4.982607744891203,7.75999429155443e-5,0.9612338624304293,0.030729577394555542,1.3996107230091157,up,Glutamic Acid,C5 H9 N O4,147.0536,6.64,56-86-0
hVPA_FAnC74,vpa_highFA,-0.5437329693128774,-4.965453141139309,8.067250310769234e-5,0.9220966090682996,0.03194631123064617,0.6859936041771023,down,myo-Inositol,C6 H12 O6,180.0634,6.89,87-89-8
hVPA_FAnC77,vpa_highFA,-0.3499268548095209,-4.87323540128011,9.943981370804031e-5,0.711421066948942,0.039378166228383964,0.7846238776190735,down,D-Galactitol,C6 H14 O6,182.0779,4.59,608-66-2
hVPA_FAnC78,vpa_highFA,-1.419825298491208,-14.879459047903952,4.4492421254794935e-12,17.89538597820033,1.7618998816898795e-9,0.3737575691646101,down,D-Sorbitol,C6 H14 O6,182.0791,4.25,50-70-4
hVPA_FAnC87,vpa_highFA,0.3939385287136119,5.0668534958533735,6.415057826356168e-5,1.153171673487691,0.025403628992370426,1.3139756392299915,up,Tryptophan,C11 H12 N2 O2,204.0899,3.12,73-22-3
hVPA_FAnC90,vpa_highFA,1.0006318167042245,5.184297030179721,4.9252354483534345e-5,1.4199475827700976,0.0195039323754796,2.0008760757554955,up,Cystathionine,C7 H14 N2 O4 S,222.0674,8.42,56-88-2
hVPA_FAnC96,vpa_highFA,0.9137162551819547,6.553585810133847,2.5305313610563903e-6,4.432581033139172,0.0010020904189783305,1.883891993295017,up,Palmitoleic Acid,C16 H30 O2,254.2247,0.72,373-49-9
hVPA_FAnC98,vpa_highFA,1.9286466413126284,6.405055738540639,3.4530132110995175e-6,4.116118889727826,0.0013673932315954088,3.8069790780109494,up,D-Glucose 6-phosphate,C6 H13 O9 P,260.0295,8.46,56-73-5
