compound_short,compound_full,Formula,Mass,RT,CAS_ID
Lrp6CD2p101,2-Linoleoyl Glycerol,C21 H38 O4,354.278,1.17,3443-82-1
Lrp6CD2p102,Cortisol,C21 H30 O5,362.21,2.03,50-23-7
Lrp6CD2p103,GMP,C10 H14 N5 O8 P,363.058,10.58,85-32-5
Lrp6CD2p104,Tetradecanoylcarnitine,C21 H41 N O4,371.303,9.08,25597-07-3
Lrp6CD2p105,Riboflavin,C17 H20 N4 O6,376.145,2.45,83-88-5
Lrp6CD2p106,Succinoadenosine,C14 H17 N5 O8,383.109,7.99,4542-23-8
Lrp6CD2p107,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.123,9.09,979-92-0
Lrp6CD2p108,Hexadecenoylcarnitine,C23 H43 N O4,397.319,8.94,00-00-009
Lrp6CD2p109,S-Adenosylmethionine (SAM),C15 H22 N6 O5 S,398.137,20.72,29908-03-0
Lrp6CD2p110,Palmitoylcarnitine,C23 H45 N O4,399.335,8.89,2364-67-2
Lrp6CD2p111,Cytidine diphosphate (CDP),C9 H15 N3 O11 P2,403.019,11.29,63-38-7
Lrp6CD2p112,Linoleyl carnitine,C25 H45 N O4,423.334,8.81,36816-10-1
Lrp6CD2p113,Oleoylcarnitine,C25 H47 N O4,425.352,8.75,38677-66-6
Lrp6CD2p114,Cysteineglutathione disulfide,C13 H22 N4 O8 S2,426.089,10.97,13081-14-6
Lrp6CD2p115,ADP,C10 H15 N5 O10 P2,427.03,10.97,58-64-0
Lrp6CD2p116,Stearoylcarnitine,C25 H49 N O4,427.366,8.72,1976-27-8
Lrp6CD2p117,alpha-Tocopherol,C29 H50 O2,430.373,1.07,59-02-9
Lrp6CD2p118,GDP,C10 H15 N5 O11 P2,443.023,11.02,146-91-8
Lrp6CD2p119,LysoPE(18:2),C23 H44 N O7 P,477.284,6.19,00-00-011
Lrp6CD2p120,LysoPE(18:0),C23 H48 N O7 P,481.315,6.1,00-00-012
Lrp6CD2p121,Lyso-PAF C16,C24 H52 N O6 P,481.35,9.71,52691-62-0
Lrp6CD2p122,CTP,C9 H16 N3 O14 P3,482.984,11.64,65-47-4
Lrp6CD2p123,UTP,C9 H15 N2 O15 P3,483.969,10.94,63-39-8
Lrp6CD2p124,CDP-Choline,C14 H26 N4 O11 P2,488.115,12.91,987-78-0
Lrp6CD2p125,LysoPC(16:1),C24 H48 N O7 P,493.317,9.41,00-00-014
Lrp6CD2p126,LysoPC(16:0),C24 H50 N O7 P,495.333,9.36,00-00-015
Lrp6CD2p127,ATP,C10 H16 N5 O13 P3,506.996,11.2,56-65-5
Lrp6CD2p128,LysoPC(18:3),C26 H48 N O7 P,517.312,9.32,00-00-016
Lrp6CD2p129,LysoPC(18:2),C26 H50 N O7 P,519.333,9.3,00-00-017
Lrp6CD2p130,LysoPC(18:1),C26 H52 N O7 P,521.349,9.23,00-00-018
Lrp6CD2p131,PAF C-16,C26 H54 N O7 P,523.364,8.89,74389-68-7
Lrp6CD2p132,LysoPC(18:0),C26 H54 N O7 P,523.365,9.2,00-00-019
Lrp6CD2p133,PAF C18:1,C28 H56 N O7 P,549.372,9.01,86288-90-1
Lrp6CD2p134,PAF C18,C28 H58 N O7 P,551.389,8.96,79549-26-1
Lrp6CD2p135,ADP-Ribose,C15 H23 N5 O14 P2,559.072,7.41,20762-30-5
Lrp6CD2p136,Protoporphyrin,C34 H34 N4 O4,562.26,2.9,553-12-8
Lrp6CD2p137,ADP-Glucose,C16 H25 N5 O15 P2,589.081,7.76,102129-65-7
Lrp6CD2p138,GDP-Glucose,C16 H25 N5 O16 P2,605.077,7.71,5750-57-2
Lrp6CD2p139,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.083,6.85,7277-98-7
Lrp6CD2p140,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.083,6.85,528-04-1
Lrp6CD2p141,GSSG,C20 H32 N6 O12 S2,612.153,10.86,27025-41-8
Lrp6CD2p142,NAD,C21 H27 N7 O14 P2,663.11,9.76,53-84-9
Lrp6CD2p143,NADH,C21 H29 N7 O14 P2,665.125,7.25,59-68-4
Lrp6CD2p144,Phosphatidylethanolamine(32:0),C37 H74 N O8 P,691.51,4.56,5681-36-7
Lrp6CD2p145,Sphingomyelin,C41 H83 N2 O6 P,730.599,8.56,85187-10-6
Lrp6CD2p146,NADP,C21 H28 N7 O17 P3,743.074,12.3,53-59-8
Lrp6CD2p147,PC(34:2),C42 H80 N O8 P,757.566,7.52,8002-43-5
Lrp6CD2p148,Arachidonoyl-PAF,C44 H82 N O7 P,767.583,7.4,86288-11-1
Lrp6CD2p149,PC(35:2),C43 H82 N O8 P,771.585,7.47,00-00-020
Lrp6CD2p150,PC(36:4),C44 H80 N O8 P,781.566,7.32,00-00-021
Lrp6CD2p151,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.164,7.42,146-14-5
Lrp6CD2p152,PC(36:2),C44 H84 N O8 P,785.596,7.41,00-00-022
