Compound_short,Compound_full,Formula,Mass,RT,CAS_ID
Lrp6KOp24,Leucine,C6 H13 N O2,131.088,6.57,61-90-5
Lrp6KOp25,Isoleucine,C6 H13 N O2,131.091,6.79,73-32-5
Lrp6KOp26,Glutaric Acid,C5 H8 O4,132.05,8.44,110-94-1
Lrp6KOp27,Asparagine,C4 H8 N2 O3,132.05,8.44,70-47-3
Lrp6KOp28,3-Ureidopropionic Acid,C4 H8 N2 O3,132.056,5.86,462-88-4
Lrp6KOp29,Ornithine,C5 H12 N2 O2,132.088,23.56,70-26-8
Lrp6KOp30,Aspartic Acid,C4 H7 N O4,133.034,8.23,56-84-8
Lrp6KOp31,Adenine,C5 H5 N5,135.05,3.62,73-24-5
Lrp6KOp32,Hypoxanthine,C5 H4 N4 O,136.036,2.43,68-94-0
Lrp6KOp33,Urocanic Acid,C6 H6 N2 O2,138.042,2.53,104-98-3
Lrp6KOp34,O-Phosphoethanolamine,C2 H8 N O4 P,141.019,14.46,1071-23-4 
Lrp6KOp35,Deoxycarnitine,C7 H15 N O2,145.109,17.32,407-64-7
Lrp6KOp36,Spermidine,C7 H19 N3,145.157,24.26,124-20-9
Lrp6KOp37,Glutamine,C5 H10 N2 O3,146.066,8.63,56-85-9
Lrp6KOp38,Lysine,C6 H14 N2 O2,146.105,23.54,56-87-1
Lrp6KOp39,Glutamic Acid,C5 H9 N O4,147.051,8.47,56-86-0
Lrp6KOp40,Methionine,C5 H11 N O2 S,149.045,6.51,63-68-3
Lrp6KOp41,Guanine,C5 H5 N5 O,151.046,6.51,73-40-5
Lrp6KOp42,Histidine,C6 H9 N3 O2,155.069,10.48,71-00-1
Lrp6KOp43,Allantoin,C4 H6 N4 O3,158.044,1.73,97-59-6
Lrp6KOp44,2-Aminoadipic Acid,C6 H11 N O4,161.068,9.24,542-32-5
Lrp6KOp45,Carnitine,C7 H15 N O3,161.104,13.84,541-15-1
Lrp6KOp46,Phenylalanine,C9 H11 N O2,165.079,6.08,63-91-2
Lrp6KOp47,Quinolinic Acid,C7 H5 N O4,167.021,8.26,89-00-9
Lrp6KOp48,Arginine,C6 H14 N4 O2,174.112,23.56,74-79-3
Lrp6KOp49,Tyrosine,C9 H11 N O3,181.073,6.26,60-18-4
Lrp6KOp50,Phosphocholine,C5 H14 N O4 P,183.066,18.25,107-73-3
Lrp6KOp51,Acetylcarnitine,C9 H17 N O4,203.113,13.22,5080-50-2
Lrp6KOp52,Tryptophan,C11 H12 N2 O2,204.087,5.91,73-22-3
Lrp6KOp53,Kynurenine,C10 H12 N2 O3,208.081,5.85,2922-83-0
Lrp6KOp54,Phosphocreatine,C4 H10 N3 O5 P,211.035,11.25,67-07-2
Lrp6KOp55,Glycerylphosphorylethanolamine,C5 H14 N O6 P,215.056,10.24,1190-00-7
Lrp6KOp56,Propionylcarnitine,C10 H19 N O4,217.128,12.24,20064-19-1
Lrp6KOp57,Butyrylcarnitine,C11 H21 N O4,231.146,11.33,25576-40-6
Lrp6KOp58,Cytidine,C9 H13 N3 O5,243.078,4.89,65-46-3
Lrp6KOp59,Uridine,C9 H12 N2 O6,244.069,1.68,58-96-8
Lrp6KOp60,Biotin,C10 H16 N2 O3 S,244.086,4.9,58-85-5
Lrp6KOp61,Valerylcarnitine,C12 H23 N O4,245.161,10.73,00-00-003
Lrp6KOp62,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.102,14.16,28319-77-9
Lrp6KOp63,Glycerol 1-phosphoserine,C6 H14 N O8 P,259.045,7.94,26289-09-8
Lrp6KOp64,L-Hexanoylcarnitine,C13 H25 N O4,259.174,10.21,22671-29-0
Lrp6KOp65,Adenosine,C10 H13 N5 O4,267.094,2.62,58-61-7
Lrp6KOp66,Inosine,C10 H12 N4 O5,268.082,2.52,58-63-9
Lrp6KOp67,gamma-Linolenic Acid,C18 H30 O2,278.219,1.25,506-26-3
Lrp6KOp68,Guanosine,C10 H13 N5 O5,283.089,2.92,118-00-3
Lrp6KOp69,Leukotoxin A,C18 H32 O3,296.233,1.39,6814-52-4
Lrp6KOp70,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.088,1.86,2457-80-9
Lrp6KOp71,Sphingosine,C18 H37 N O2,299.275,9.4,123-78-4
Lrp6KOp72,Glutathione,C10 H17 N3 O6 S,307.081,8.3,70-18-8
Lrp6KOp73,13(S)-HpODE,C18 H32 O4,312.227,1.47,33964-75-9
Lrp6KOp74,CMP,C9 H14 N3 O8 P,323.051,10.8,63-37-6
Lrp6KOp75,UMP,C9 H13 N2 O9 P,324.031,9.47,58-97-9
Lrp6KOp76,Oleoyl ethanolamide,C20 H39 N O2,325.291,1.16,111-58-0
Lrp6KOp77,Adrenic Acid (22:4 n-6),C22 H36 O2,332.278,1.18,28874-58-0
Lrp6KOp78,3-Phosphoglyceroinositol,C9 H19 O11 P,334.062,6.75,00-00-006
Lrp6KOp79,Corticosterone,C21 H30 O4,346.21,1.18,50-22-6
Lrp6KOp80,AMP,C10 H14 N5 O7 P,347.062,10.25,61-19-8
Lrp6KOp81,Mead Ethanolamide,C22 H39 N O2,349.299,1.23,169232-04-6
Lrp6KOp82,GMP,C10 H14 N5 O8 P,363.057,10.27,85-32-5
Lrp6KOp83,Tetradecanoylcarnitine,C21 H41 N O4,371.301,9.29,25597-07-3
Lrp6KOp84,Succinoadenosine,C14 H17 N5 O8,383.107,7.68,4542-23-8
Lrp6KOp85,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.119,8.68,979-92-0
Lrp6KOp86,Hexadecenoylcarnitine,C23 H43 N O4,397.314,9.21,00-00-009
Lrp6KOp87,S-Adenosylmethionine (SAM),C15 H22 N6 O5 S,398.138,20.19,29908-03-0
Lrp6KOp88,Palmitoylcarnitine,C23 H45 N O4,399.331,9.2,2364-67-2
Lrp6KOp89,Cytidine diphosphate (CDP),C9 H15 N3 O11 P2,403.018,11.02,63-38-7
Lrp6KOp90,Linolenyl carnitine,C25 H43 N O4,421.32,9.18,00-00-010
Lrp6KOp91,Linoleyl carnitine,C25 H45 N O4,423.33,9.17,36816-10-1
Lrp6KOp92,Oleoylcarnitine,C25 H47 N O4,425.346,9.12,38677-66-6
Lrp6KOp93,Cysteineglutathione disulfide,C13 H22 N4 O8 S2,426.088,10.67,13081-14-6
Lrp6KOp94,ADP,C10 H15 N5 O10 P2,427.028,10.68,58-64-0
Lrp6KOp95,Stearoylcarnitine,C25 H49 N O4,427.36,9.11,1976-27-8
Lrp6KOp96,GDP,C10 H15 N5 O11 P2,443.021,10.78,146-91-8
Lrp6KOp97,LysoPC(16:1),C24 H48 N O7 P,493.314,9.07,00-00-014
Lrp6KOp98,LysoPC(16:0),C24 H50 N O7 P,495.33,9.01,00-00-015
Lrp6KOp99,ATP,C10 H16 N5 O13 P3,506.994,10.93,56-65-5
Lrp6KOp100,LysoPC(18:2),C26 H50 N O7 P,519.329,8.93,00-00-017
Lrp6KOp101,LysoPC(18:1),C26 H52 N O7 P,521.344,8.84,00-00-018
Lrp6KOp102,LysoPC(18:0),C26 H54 N O7 P,523.359,8.82,00-00-019
Lrp6KOp103,PAF C-16,C26 H54 N O7 P,523.361,8.51,74389-68-7
Lrp6KOp104,PAF C18:1,C28 H56 N O7 P,549.374,8.75,86288-90-1
Lrp6KOp105,PAF C18,C28 H58 N O7 P,551.389,8.7,79549-26-1
Lrp6KOp106,ADP-Ribose,C15 H23 N5 O14 P2,559.067,7.54,20762-30-5
Lrp6KOp107,Protoporphyrin,C34 H34 N4 O4,562.256,2.65,553-12-8
Lrp6KOp108,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.079,6.9,528-04-1
Lrp6KOp109,GSSG,C20 H32 N6 O12 S2,612.151,10.56,27025-41-8
Lrp6KOp110,NAD,C21 H27 N7 O14 P2,663.106,9.36,53-84-9
Lrp6KOp111,NADH,C21 H29 N7 O14 P2,665.121,7.54,59-68-4
Lrp6KOp112,Sphingomyelin,C41 H83 N2 O6 P,730.593,8.2,85187-10-6
Lrp6KOp113,PC(34:2),C42 H80 N O8 P,757.562,7.17,8002-43-5
Lrp6KOp114,Arachidonoyl-PAF,C44 H82 N O7 P,767.58,7.05,86288-11-1
Lrp6KOp115,PC(36:4),C44 H80 N O8 P,781.562,6.99,00-00-021
Lrp6KOp116,PC(36:2),C44 H84 N O8 P,785.593,7.07,00-00-022
