Compound_short,Compound_full,Formula,Mass,RT,CAS_ID
Lrp6KOn53,Dihydroorotic Acid,C5 H6 N2 O4,158.033,2.1,5988-19-2
Lrp6KOn54,Allantoin,C4 H6 N4 O3,158.043,1.72,97-59-6
Lrp6KOn55,Pimelic Acid,C7 H12 O4,160.067,7.79,111-16-0
Lrp6KOn56,2-Aminoadipic Acid,C6 H11 N O4,161.067,9.04,542-32-5
Lrp6KOn57,3-Hydroxymethylglutaric Acid,C6 H10 O5,162.052,6.84,503-49-1
Lrp6KOn58,Phenylpyruvic Acid,C9 H8 O3,164.045,1.48,156-06-9
Lrp6KOn59,4-Hydroxycinnamic Acid,C9 H8 O3,164.045,1.49,501-98-4
Lrp6KOn60,L-Rhamnose,C6 H12 O5,164.059,1.18,10030-85-0
Lrp6KOn61,Phenylalanine,C9 H11 N O2,165.077,6.04,63-91-2
Lrp6KOn62,Quinolinic Acid,C7 H5 N O4,167.025,7.55,89-00-9
Lrp6KOn63,Phosphoenolpyruvate,C3 H5 O6 P,167.981,10.2,138-08-9
Lrp6KOn64,Uric Acid,C5 H4 N4 O3,168.029,2.52,69-93-2
Lrp6KOn65,D-Glyceraldehyde 3-phosphate (G3P),C3 H7 O6 P,169.997,10.26,591-57-1
Lrp6KOn66,Glycerol 1-Phosphate / Glycerol 3-Phosphate,C3 H9 O6 P,172.01,9.99,17989-41-2
Lrp6KOn67,cis-Aconitic Acid,C6 H6 O6,174.011,7.03,499-12-7
Lrp6KOn68,Dehydroascorbic Acid,C6 H6 O6,174.015,1.38,490-83-5
Lrp6KOn69,N-Acetylaspartic Acid,C6 H9 N O5,175.047,7.66,997-55-7
Lrp6KOn70,N-Carbamoyl-L-aspartic Acid,C5 H8 N2 O5,176.044,7.75,13184-27-5
Lrp6KOn71,myo-Inositol,C6 H12 O6,180.06,4.94,87-89-8
Lrp6KOn72,D-Glucose,C6 H12 O6,180.062,2.29,50-99-7
Lrp6KOn73,Tyrosine,C9 H11 N O3,181.073,6.21,60-18-4
Lrp6KOn74,4-Hydroxyphenyllactic Acid,C9 H10 O4,182.054,1.51,6482-98-0
Lrp6KOn75,3-Phosphoglyceric Acid,C3 H7 O7 P,185.992,10.29,80731-10-8
Lrp6KOn76,N-Acetylglutamic Acid,C7 H11 N O5,189.063,7.76,1188-37-0
Lrp6KOn77,Isocitric Acid,C6 H8 O7,192.026,8.76,320-77-4
Lrp6KOn78,Glucuronic Acid,C6 H10 O7,194.037,5.02,06556-12-3
Lrp6KOn79,Lauric Acid,C12 H24 O2,200.176,1.18,143-07-7
Lrp6KOn80,Cysteine-S-sulfonic Acid,C3 H7 N O5 S2,200.983,2.23,1637-71-4
Lrp6KOn81,Tryptophan,C11 H12 N2 O2,204.09,5.88,73-22-3
Lrp6KOn82,Homocitric Acid,C7 H10 O7,206.043,8.61,3562-74-1
Lrp6KOn83,Kynurenine,C10 H12 N2 O3,208.082,5.82,2922-83-0
Lrp6KOn84,Tridecanoic acid,C13 H26 O2,214.19,1.17,638-53-9
Lrp6KOn85,Glycerylphosphorylethanolamine,C5 H14 N O6 P,215.054,10.01,1190-00-7
Lrp6KOn86,Pantothenic Acid,C9 H17 N O5,219.109,4.2,137-08-6
Lrp6KOn87,3-Hydroxykynurenine,C10 H12 N2 O4,224.075,6.95,2147-61-7
Lrp6KOn88,Myristoleic Acid,C14 H26 O2,226.187,1.16,544-64-9
Lrp6KOn89,Myristic Acid,C14 H28 O2,228.207,1.16,544-63-8
Lrp6KOn90,Melatonin,C13 H16 N2 O2,232.121,1.15,73-31-4
Lrp6KOn91,10(Z)-Pentadecenoic Acid,C15 H28 O2,240.203,1.14,84743-29-3
Lrp6KOn92,Pentadecanoic Acid,C15 H30 O2,242.222,1.16,1002-84-2
Lrp6KOn93,Cytidine,C9 H13 N3 O5,243.082,5.01,65-46-3
Lrp6KOn94,Uridine,C9 H12 N2 O6,244.069,1.68,58-96-8
Lrp6KOn95,Palmitoleic Acid,C16 H30 O2,254.223,1.15,373-49-9
Lrp6KOn96,Palmitic Acid,C16 H32 O2,256.24,1.15,57-10-3
Lrp6KOn97,D-Fructose 6-phosphate,C6 H13 O9 P,260.023,9.28,643-13-0
Lrp6KOn98,Inosine,C10 H12 N4 O5,268.08,2.5,58-63-9
Lrp6KOn99,10(Z)-Heptadecenoic Acid,C17 H32 O2,268.237,1.14,29743-97-3
Lrp6KOn100,Heptadecanoic Acid,C17 H34 O2,270.253,1.15,506-12-7
Lrp6KOn101,Myoinositol-methyl-phosphate,C7 H15 O9 P,274.049,6.32,00-00-004
Lrp6KOn102,Linoleic Acid,C18 H32 O2,280.239,1.14,60-33-3
Lrp6KOn103,Oleic Acid,C18 H34 O2,282.255,1.14,112-80-1
Lrp6KOn104,Orotidine,C10 H12 N2 O8,288.06,2.13,2149-82-8
Lrp6KOn105,Ophthalmic Acid,C11 H19 N3 O6,289.124,8.54,495-27-2
Lrp6KOn106,Leukotoxin A,C18 H32 O3,296.229,1.2,6814-52-4
Lrp6KOn107,10(Z)-Nonadecenoic Acid,C19 H36 O2,296.265,1.13,73033-09-7
Lrp6KOn108,Ricinoleic Acid,C18 H34 O3,298.249,1.2,141-22-0
Lrp6KOn109,Retinoic Acid,C20 H28 O2,300.208,1.13,302-79-4
Lrp6KOn110,Eicosapentaenoic Acid (20:5 n-3),C20 H30 O2,302.224,1.12,10417-94-4
Lrp6KOn111,Arachidonic Acid,C20 H32 O2,304.238,1.14,506-32-1
Lrp6KOn112,Glutathione,C10 H17 N3 O6 S,307.082,8.16,70-18-8
Lrp6KOn113,N-Acetylneuraminic Acid,C11 H19 N O9,309.102,5.72,131-48-6
Lrp6KOn114,11(Z)-Eicosenoic Acid,C20 H38 O2,310.283,1.14, 5561-99-9
Lrp6KOn115,"15-deoxy-delta-12,14-Prostaglandin J2",C20 H28 O3,316.213,1.23,87893-55-8
Lrp6KOn116,CMP,C9 H14 N3 O8 P,323.051,10.52,63-37-6
Lrp6KOn117,UMP,C9 H13 N2 O9 P,324.035,9.23,58-97-9
Lrp6KOn118,12(Z)-Heneicosenoic Acid,C21 H40 O2,324.298,1.12,3515-84-2
Lrp6KOn119,Oleoyl ethanolamide,C20 H39 N O2,325.3,1.12,111-58-0
Lrp6KOn120,Heneicosanoic Acid,C21 H42 O2,326.311,1.09,2363-71-5
Lrp6KOn121,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.235,1.14,6217-54-5 
Lrp6KOn122,Docosapentaenoic Acid,C22 H34 O2,330.251,1.13,24880-45-3
Lrp6KOn123,Adrenic Acid (22:4 n-6),C22 H36 O2,332.265,1.11,28874-58-0
Lrp6KOn124,3-Phosphoglyceroinositol,C9 H19 O11 P,334.064,6.64,00-00-006
Lrp6KOn125,D12-Prostaglandin J2,C20 H30 O4,334.22,1.23,87893-54-7
Lrp6KOn126,Leukotriene B4,C20 H32 O4,336.23,0.66,71160-24-2
Lrp6KOn127,Sucrose,C12 H22 O11,342.114,4.4,57-50-1
Lrp6KOn128,"2,3-dinor Thromboxane B2",C18 H30 O6,342.208,1.13,63250-09-9
Lrp6KOn129,AMP,C10 H14 N5 O7 P,347.062,10,61-19-8
Lrp6KOn130,Archidonoyl glycine,C22 H35 N O3,361.256,1.17,179113-91-8
Lrp6KOn131,Cortisol,C21 H30 O5,362.209,1.35,50-23-7
Lrp6KOn132,GMP,C10 H14 N5 O8 P,363.057,9.99,85-32-5
Lrp6KOn133,Lignoceric Acid,C24 H48 O2,368.358,1.06,557-59-5
Lrp6KOn134,Thromboxane B2,C20 H34 O6,370.237,1.16,54397-85-2
Lrp6KOn135,Lithocholic Acid,C24 H40 O3,376.297,1.13,434-13-9
Lrp6KOn136,Succinoadenosine,C14 H17 N5 O8,383.105,7.55,4542-23-8
Lrp6KOn137,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.118,8.54,979-92-0
Lrp6KOn138,Uridine diphosphate (UDP),C9 H14 N2 O12 P2,404.001,9.76,58-98-0
Lrp6KOn139,ADP,C10 H15 N5 O10 P2,427.029,10.39,58-64-0
Lrp6KOn140,LysoPE(18:2),C23 H44 N O7 P,477.283,5.85,00-00-011
Lrp6KOn141,LysoPE(18:0),C23 H48 N O7 P,481.315,5.78,00-00-012
Lrp6KOn142,Deoxythymidine triphosphate (dTTP),C10 H17 N2 O14 P3,481.994,9.27,365-08-2
Lrp6KOn143,UTP,C9 H15 N2 O15 P3,483.968,10.02,63-39-8
Lrp6KOn144,ATP,C10 H16 N5 O13 P3,506.995,10.63,56-65-5
Lrp6KOn145,ADP-Ribose,C15 H23 N5 O14 P2,559.071,7.33,20762-30-5
Lrp6KOn146,dTDP-Glucose,C16 H26 N2 O16 P2,564.075,6.68,2196-62-5
Lrp6KOn147,UDP-Glucose,C15 H24 N2 O17 P2,566.054,6.66,133-89-1
Lrp6KOn148,ADP-Glucose,C16 H25 N5 O15 P2,589.083,8.14,102129-65-7
Lrp6KOn149,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.08,7.25,528-04-1
Lrp6KOn150,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.081,6.69,7277-98-7
Lrp6KOn151,GSSG,C20 H32 N6 O12 S2,612.151,10.3,27025-41-8
Lrp6KOn152,NAD,C21 H27 N7 O14 P2,663.107,9.13,53-84-9
Lrp6KOn153,Phosphatidylethanolamine(32:0),C37 H74 N O8 P,691.509,4.25,5681-36-7
