compound_short,term,estimate,statistic,p.value,lod,adj_pval,FC,change_in_vpa,compound_full,formula,mass,rt,cas_id
hVPA_FApC39,vpa_lowFA,-1.1761515574682626,-5.969389968899223,8.946423816018147e-6,3.3052954524685996,0.0038111765456237305,0.4425303913081021,down,Hypoxanthine,C5 H4 N4 O,136.0385,1.82,68-94-0
hVPA_FApC59,vpa_lowFA,-0.6471023139037442,-4.8150577033731174,1.1522400530091827e-4,0.7300203916167316,0.04908542625819118,0.6385615921016129,down,Pyridoxal,C8 H9 N O3,167.0583,1.26,66-72-8
hVPA_FApC69,vpa_lowFA,-1.0924470767095507,-11.658057008084477,3.4523050713726465e-10,13.5820366460345,1.4706819604047473e-7,0.468965248107909,down,D-Sorbitol,C6 H14 O6,182.0788,4.14,50-70-4
hVPA_FApC81,vpa_lowFA,-0.8048768443076302,-5.037058901938449,6.976479707537855e-5,1.2337395879510984,0.029719803554111263,0.5724109420858241,down,N-Acetylmannosamine,C8 H15 N O6,221.0911,3.09,3615-17-6
hVPA_FApC82,vpa_lowFA,-0.405067203886345,-5.643534795821294,1.8140453241364744e-5,2.5909082911024113,0.007727833080821381,0.7552011130445809,down,N-Acetylglucosamine,C8 H15 N O6,221.0914,3.54,7512-17-6
hVPA_FApC83,vpa_lowFA,0.8586040663069952,6.8751225319716935,1.345740760885573e-6,5.224094261111756,5.732855641372541e-4,1.813282951615155,up,Cystathionine,C7 H14 N2 O4 S,222.0674,8.42,56-88-2
hVPA_FApC90,vpa_lowFA,-1.2553512080978475,-5.337995233243518,3.5588262299490856e-5,1.9111597638048137,0.015160599739583105,0.4188915804139525,down,2'-Deoxyadenosine,C10 H13 N5 O3,251.1018,1.48,958-09-8
hVPA_FApC91,vpa_lowFA,-1.163844256040779,-12.840775760517904,6.544968104526903e-11,15.243240687221753,2.7881564125284608e-8,0.44632166511560184,down,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.1028,7.08,28319-77-9
hVPA_FApC96,vpa_lowFA,-1.0259302755433204,-5.736342558284188,1.4813351824214283e-5,2.7955475648063777,0.006310487877115285,0.4910935312699644,down,Adenosine,C10 H13 N5 O4,267.0967,1.7,58-61-7
hVPA_FApC97,vpa_lowFA,-1.1337177011169786,-5.178519664863456,5.078683691395496e-5,1.553045918272569,0.021635192525344814,0.45573980833313305,down,Inosine,C10 H12 N4 O5,268.0807,2.29,58-63-9
hVPA_FApC98,vpa_lowFA,-1.298802242190753,-4.895543419827966,9.601551990368539e-5,0.9129693270263326,0.04090261147896998,0.4064635132686634,down,Guanosine,C10 H13 N5 O5,283.0914,3.28,118-00-3
hVPA_FApC105,vpa_highFA,-1.1422503069153027,-7.341031962632327,5.299532108836456e-7,5.906038697139303,2.2576006783643304e-4,0.45305235794200804,down,UMP,C9 H13 N2 O9 P,324.0359,7.52,58-97-9
hVPA_FApC107,vpa_highFA,-1.1106449132951148,-7.3225217424882265,5.496344872007457e-7,5.868687592931346,2.3414429154751767e-4,0.46308697560757545,down,Nicotinamide Mononucleotide,C11 H15 N2 O8 P,334.0565,8.71,1094-61-7
hVPA_FApC125,vpa_highFA,-0.503648017140641,-5.880022271058341,1.0846631358084099e-5,2.8214954080775847,0.004620664958543826,0.7053210406064593,down,GDP,C10 H15 N5 O11 P2,443.0243,8.56,146-91-8
hVPA_FApC127,vpa_highFA,1.1869883109688661,7.881591464507263,1.8646346641899762e-7,6.9765501671023795,7.943343669449298e-5,2.276769611189082,up,CDP-Choline,C14 H26 N4 O11 P2,488.1073,7.88,987-78-0
hVPA_FApC18,vpa_highFA,1.109626747304965,11.799460053209264,2.8108810919109e-10,13.636242317334204,1.1974353451540435e-7,2.157898111426289,up,Proline,C5 H9 N O2,115.0634,4.72,147-85-3
hVPA_FApC28,vpa_highFA,-0.5795481984635877,-5.410070624895676,3.033013975484401e-5,1.7761381671923626,0.012920639535563548,0.6691733062152355,down,Acetylputrescine,C6 H14 N2 O,130.1104,6.95,5699-41-2
hVPA_FApC40,vpa_highFA,-0.42292302021001404,-5.949604719187586,9.335362830525639e-6,2.9743187265361133,0.003976864565803922,0.7459118128883825,down,N-Methylnicotinate,C7 H7 N O2,137.0472,4.49,535-83-1
hVPA_FApC69,vpa_highFA,-1.511704209021575,-18.344195800509134,1.1050302927603279e-13,21.577216658841415,4.707429047158997e-11,0.35069670747274856,down,D-Sorbitol,C6 H14 O6,182.0788,4.14,50-70-4
hVPA_FApC83,vpa_highFA,0.6138920615628791,5.5896627595577,2.0413796743668944e-5,2.178205664006345,0.00869627741280297,1.5303822665874418,up,Cystathionine,C7 H14 N2 O4 S,222.0674,8.42,56-88-2
hVPA_FApC91,vpa_highFA,-1.2033084646058043,-15.096610608179017,3.765630230164976e-12,18.026469917343686,1.6041584780502797e-9,0.4342782290241264,down,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.1028,7.08,28319-77-9
hVPA_FApC92,vpa_highFA,0.48063537168722803,5.411677992033309,3.0222382193732716e-5,1.7797498209963987,0.012874734814530137,1.3953580552404647,up,D-Fructose 6-phosphate,C6 H13 O9 P,260.0292,8.47,643-13-0
