compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
hVPA_FAnC135,NAD,cell.neg,53-84-9,C00003,Oxidative phosphorylation
hVPA_FAnC136,NADH,cell.neg,59-68-4,C00004,Oxidative phosphorylation
hVPA_FAnC138,Flavin adenine dinucleotide (FAD),cell.neg,146-14-5,C00016,Riboflavin metabolism
hVPA_FAnC139,Acetyl-CoA,cell.neg,72-89-9,C00024,Glycolysis / Gluconeogenesis
hVPA_FApC2,Pyruvate,cell.pos,127-17-3,C00022,Glycolysis / Gluconeogenesis
hVPA_FApC3,Alanine,cell.pos,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC4,Beta-Alanine,cell.pos,107-95-9,C00099,Pyrimidine metabolism
hVPA_FApC5,Sarcosine,cell.pos,107-97-1,C00213,"Glycine, serine and threonine metabolism"
hVPA_FApC7,"N,N-Dimethylglycine",cell.pos,1118-68-9,C01026,"Glycine, serine and threonine metabolism"
hVPA_FApC8,2-Aminobutyric Acid,cell.pos,1492-24-6,C02356,Cysteine and methionine metabolism
hVPA_FApC10,GABA,cell.pos,56-12-2,C00334,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC11,Choline,cell.pos,62-49-7,C00114,"Glycine, serine and threonine metabolism"
hVPA_FApC12,Serine,cell.pos,56-45-1,C00065,"Glycine, serine and threonine metabolism"
hVPA_FApC13,Diethanolamine,cell.pos,111-42-2,C06772,Glycerophospholipid metabolism
hVPA_FApC14,Hypotaurine,cell.pos,300-84-5,C00519,Taurine and hypotaurine metabolism
hVPA_FApC15,Cytosine,cell.pos,71-30-7,C00380,Pyrimidine metabolism
hVPA_FApC16,Uracil,cell.pos,66-22-8,C00106,Pyrimidine metabolism
hVPA_FApC17,Creatinine,cell.pos,60-27-5,C00791,Arginine and proline metabolism
hVPA_FApC18,Proline,cell.pos,147-85-3,C00148,Arginine and proline metabolism
hVPA_FApC19,5-Aminopentanoate,cell.pos,660-88-8,C00431,Lysine degradation
hVPA_FApC20,Betaine,cell.pos,107-43-7,C00719,"Glycine, serine and threonine metabolism"
hVPA_FApC21,Valine,cell.pos,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
hVPA_FApC22,Threonine,cell.pos,72-19-5,C00188,"Glycine, serine and threonine metabolism"
hVPA_FApC23,Homoserine,cell.pos,1927-25-9,C00263,"Glycine, serine and threonine metabolism"
hVPA_FApC24,Nicotinamide,cell.pos,98-92-0,C00153,Nicotinate and nicotinamide metabolism
hVPA_FApC26,4-Imidazoleacetic Acid,cell.pos,645-65-8,C02835,Histidine metabolism
hVPA_FApC27,Ketoleucine,cell.pos,816-66-0,C00233,"Valine, leucine and isoleucine degradation"
hVPA_FApC28,Acetylputrescine,cell.pos,5699-41-2,C02714,Arginine and proline metabolism
hVPA_FApC30,Creatine,cell.pos,57-00-1,C00300,"Glycine, serine and threonine metabolism"
hVPA_FApC31,Leucine,cell.pos,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
hVPA_FApC32,Isoleucine,cell.pos,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
hVPA_FApC33,Asparagine,cell.pos,70-47-3,C00152,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC34,Ornithine,cell.pos,70-26-8,C00077,Arginine biosynthesis
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Arginine biosynthesis
hVPA_FApC37,Homocysteine,cell.pos,6027-13-0,C00155,Cysteine and methionine metabolism
hVPA_FApC38,Adenine,cell.pos,73-24-5,C00147,Purine metabolism
hVPA_FApC39,Hypoxanthine,cell.pos,68-94-0,C00262,Purine metabolism
hVPA_FApC40,N-Methylnicotinate,cell.pos,535-83-1,C01004,Nicotinate and nicotinamide metabolism
hVPA_FApC41,Urocanic Acid,cell.pos,104-98-3,C00785,Histidine metabolism
hVPA_FApC42,4-Guanidinobutyric Acid,cell.pos,463-00-3,C01035,Arginine and proline metabolism
hVPA_FApC43,Acetylcholine,cell.pos,51-84-3,C01996,Glycerophospholipid metabolism
hVPA_FApC44,Deoxycarnitine,cell.pos,407-64-7,C01181,Lysine degradation
hVPA_FApC45,Glutamine,cell.pos,56-85-9,C00064,Arginine biosynthesis
hVPA_FApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine biosynthesis
hVPA_FApC48,Methionine,cell.pos,63-68-3,C00073,Cysteine and methionine metabolism
hVPA_FApC49,Xanthine,cell.pos,69-89-6,C00385,Purine metabolism
hVPA_FApC50,4-Hydroxyphenylacetic Acid,cell.pos,156-38-7,C00642,Tyrosine metabolism
hVPA_FApC51,3-Sulfinoalanine,cell.pos,1115-65-7,C00606,Cysteine and methionine metabolism
hVPA_FApC52,Histidine,cell.pos,71-00-1,C00135,Histidine metabolism
hVPA_FApC53,Allantoin,cell.pos,97-59-6,C02348,Purine metabolism
hVPA_FApC56,5-Hydroxylysine,cell.pos,28902-93-4,C16741,Lysine degradation
hVPA_FApC58,Phenylalanine,cell.pos,63-91-2,C00079,Phenylalanine metabolism
hVPA_FApC59,Pyridoxal,cell.pos,66-72-8,C00250,Vitamin B6 metabolism
hVPA_FApC60,Pyridoxamine,cell.pos,85-87-0,C00534,Vitamin B6 metabolism
hVPA_FApC61,Pyridoxine,cell.pos,65-23-6,C00314,Vitamin B6 metabolism
hVPA_FApC62,3-Methylhistidine,cell.pos,368-16-1,C01152,Histidine metabolism
hVPA_FApC63,Dihydroxyacetone-phosphate,cell.pos,57-04-5,C00111,Glycolysis / Gluconeogenesis
hVPA_FApC65,Arginine,cell.pos,74-79-3,C00062,Arginine biosynthesis
hVPA_FApC66,Citrulline,cell.pos,372-75-8,C00327,Arginine biosynthesis
hVPA_FApC68,D-Galactitol,cell.pos,608-66-2,C01697,Galactose metabolism
hVPA_FApC69,D-Sorbitol,cell.pos,50-70-4,C00794,Fructose and mannose metabolism
hVPA_FApC70,Phosphocholine,cell.pos,107-73-3,C00588,Glycerophospholipid metabolism
hVPA_FApC71,2-Phosphoglyceric Acid,cell.pos,23295-92-3,C00631,Glycolysis / Gluconeogenesis
hVPA_FApC72,N-alpha-Acetyl-L-glutamine,cell.pos,2490-97-3,C00624,Arginine biosynthesis
hVPA_FApC73,"NE,NE,NE-Trimethyllysine",cell.pos,55528-53-5,C03793,Lysine degradation
hVPA_FApC76,Tryptophan,cell.pos,73-22-3,C00078,"Glycine, serine and threonine metabolism"
hVPA_FApC77,Kynurenine,cell.pos,2922-83-0,C00328,Tryptophan metabolism
hVPA_FApC78,Phosphocreatine,cell.pos,67-07-2,C02305,Arginine and proline metabolism
hVPA_FApC80,Pantothenic Acid,cell.pos,137-08-6,C00864,beta-Alanine metabolism
hVPA_FApC81,N-Acetylmannosamine,cell.pos,3615-17-6,C00645,Amino sugar and nucleotide sugar metabolism
hVPA_FApC82,N-Acetylglucosamine,cell.pos,7512-17-6,C00140,Amino sugar and nucleotide sugar metabolism
hVPA_FApC83,Cystathionine,cell.pos,56-88-2,C02291,"Glycine, serine and threonine metabolism"
hVPA_FApC84,Methyl Jasmonate,cell.pos,1211-29-6,C11512,alpha-Linolenic acid metabolism
hVPA_FApC85,Carnosine,cell.pos,305-84-0,C00386,Histidine metabolism
hVPA_FApC86,Deoxycytidine,cell.pos,951-77-9,C00881,Pyrimidine metabolism
hVPA_FApC87,Cytidine,cell.pos,65-46-3,C00475,Pyrimidine metabolism
hVPA_FApC88,Uridine,cell.pos,58-96-8,C00299,Pyrimidine metabolism
hVPA_FApC89,Biotin,cell.pos,58-85-5,C00120,Biotin metabolism
hVPA_FApC90,2'-Deoxyadenosine,cell.pos,958-09-8,C00559,Purine metabolism
hVPA_FApC91,Glycerol-3-phosphocholine,cell.pos,28319-77-9,C00670,Glycerophospholipid metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Glycolysis / Gluconeogenesis
hVPA_FApC93,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Glycolysis / Gluconeogenesis
hVPA_FApC94,D-Glucose 1-phosphate,cell.pos,59-56-3,C00103,Glycolysis / Gluconeogenesis
hVPA_FApC95,Thiamine (Vit B1),cell.pos,59-43-8,C00378,Thiamine metabolism
hVPA_FApC96,Adenosine,cell.pos,58-61-7,C00212,Purine metabolism
hVPA_FApC97,Inosine,cell.pos,58-63-9,C00294,Purine metabolism
hVPA_FApC98,Guanosine,cell.pos,118-00-3,C00387,Purine metabolism
hVPA_FApC99,Xanthosine,cell.pos,146-80-5,C01762,Purine metabolism
hVPA_FApC100,Ophthalmic Acid,cell.pos,495-27-2,C21016,Cysteine and methionine metabolism
hVPA_FApC101,5'-Methylthioadenosine,cell.pos,2457-80-9,C00170,Cysteine and methionine metabolism
hVPA_FApC102,N-Acetylaspartyl Glutamic Acid,cell.pos,3106-85-2,C12270,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC103,Glutathione (GSH),cell.pos,70-18-8,C00051,Cysteine and methionine metabolism
hVPA_FApC104,N-Acetylneuraminic Acid,cell.pos,131-48-6,C00270,Amino sugar and nucleotide sugar metabolism
hVPA_FApC105,UMP,cell.pos,58-97-9,C00105,Pyrimidine metabolism
hVPA_FApC106,"3',5'-cAMP",cell.pos,60-92-4,C00575,Purine metabolism
hVPA_FApC107,Nicotinamide Mononucleotide,cell.pos,1094-61-7,C00455,Nicotinate and nicotinamide metabolism
hVPA_FApC109,AICAR,cell.pos,3031-94-5,C04677,Purine metabolism
hVPA_FApC110,"D-Fructose 1,6-bisphosphate",cell.pos,488-69-7,C05378,Glycolysis / Gluconeogenesis
hVPA_FApC111,Thiamine Monophosphate,cell.pos,532-40-1,C01081,Thiamine metabolism
hVPA_FApC113,dGMP,cell.pos,902-04-5,C00362,Purine metabolism
hVPA_FApC114,AMP,cell.pos,61-19-8,C00020,Purine metabolism
hVPA_FApC117,GMP,cell.pos,85-32-5,C00144,Purine metabolism
hVPA_FApC119,Riboflavin,cell.pos,83-88-5,C00255,Riboflavin metabolism
hVPA_FApC120,S-Adenosylhomocysteine (SAH),cell.pos,979-92-0,C00021,Cysteine and methionine metabolism
hVPA_FApC122,CDP,cell.pos,63-38-7,C00112,Pyrimidine metabolism
hVPA_FApC123,dADP,cell.pos,02793-06-8,C00206,Purine metabolism
hVPA_FApC124,ADP,cell.pos,58-64-0,C00008,Oxidative phosphorylation
hVPA_FApC125,GDP,cell.pos,146-91-8,C00035,Purine metabolism
hVPA_FApC126,UTP,cell.pos,63-39-8,C00075,Pyrimidine metabolism
hVPA_FApC127,CDP-Choline,cell.pos,987-78-0,C00307,Glycerophospholipid metabolism
hVPA_FApC128,dATP,cell.pos,1927-31-7,C00131,Purine metabolism
hVPA_FApC129,ATP,cell.pos,56-65-5,C00002,Oxidative phosphorylation
hVPA_FApC130,GTP,cell.pos,86-01-1,C00044,Purine metabolism
hVPA_FApC132,ADP-Ribose,cell.pos,20762-30-5,C00301,Purine metabolism
hVPA_FApC134,ADP-Glucose,cell.pos,102129-65-7,C00498,Starch and sucrose metabolism
hVPA_FApC135,GDP-Glucose,cell.pos,5750-57-2,C00394,Starch and sucrose metabolism
hVPA_FApC136,UDP-N-Acetylgalactosamine,cell.pos,7277-98-7,C00203,Amino sugar and nucleotide sugar metabolism
hVPA_FApC137,GSSG,cell.pos,27025-41-8,C00127,Glutathione metabolism
hVPA_FApC138,NAD,cell.pos,53-84-9,C00003,Oxidative phosphorylation
hVPA_FApC139,NADH,cell.pos,59-68-4,C00004,Oxidative phosphorylation
hVPA_FApC140,Sphingomyelin,cell.pos,85187-10-6,C00550,Sphingolipid metabolism
hVPA_FApC142,Coenzyme A (CoA),cell.pos,85-61-0,C00010,Fatty acid degradation
hVPA_FApC143,Flavin adenine dinucleotide (FAD),cell.pos,146-14-5,C00016,Riboflavin metabolism
hVPA_FApC144,Acetyl-CoA,cell.pos,72-89-9,C00024,Glycolysis / Gluconeogenesis
hVPA_FAnM2,Pyruvate,med.neg,127-17-3,C00022,Glycolysis / Gluconeogenesis
hVPA_FAnM3,Alanine,med.neg,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnM4,Lactic Acid,med.neg,79-33-4,C00186,Glycolysis / Gluconeogenesis
hVPA_FAnM5,2-Ketobutyric Acid,med.neg,600-18-0,C00109,"Glycine, serine and threonine metabolism"
hVPA_FAnM7,Serine,med.neg,56-45-1,C00065,"Glycine, serine and threonine metabolism"
hVPA_FAnM8,Uracil,med.neg,66-22-8,C00106,Pyrimidine metabolism
hVPA_FAnM9,Creatinine,med.neg,60-27-5,C00791,Arginine and proline metabolism
hVPA_FAnM10,Proline,med.neg,147-85-3,C00148,Arginine and proline metabolism
hVPA_FAnM11,Valine,med.neg,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
hVPA_FAnM12,Threonine,med.neg,72-19-5,C00188,"Glycine, serine and threonine metabolism"
hVPA_FAnM13,Homoserine,med.neg,1927-25-9,C00263,"Glycine, serine and threonine metabolism"
hVPA_FAnM15,Ketoleucine,med.neg,816-66-0,C00233,"Valine, leucine and isoleucine degradation"
hVPA_FAnM16,5-Aminolevulinic Acid,med.neg,106-60-5,C00430,"Glycine, serine and threonine metabolism"
hVPA_FAnM17,Creatine,med.neg,57-00-1,C00300,"Glycine, serine and threonine metabolism"
hVPA_FAnM18,Leucine,med.neg,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
hVPA_FAnM19,Isoleucine,med.neg,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
hVPA_FAnM20,Ornithine,med.neg,70-26-8,C00077,Arginine biosynthesis
hVPA_FAnM21,Caprylic Acid,med.neg,124-07-2,C06423,Fatty acid biosynthesis
hVPA_FAnM22,4-Acetamidobutanoic Acid,med.neg,3025-96-5,C02946,Arginine and proline metabolism
hVPA_FAnM23,Glutamine,med.neg,56-85-9,C00064,Arginine biosynthesis
hVPA_FAnM25,Glutamic Acid,med.neg,56-86-0,C00025,Arginine biosynthesis
hVPA_FAnM26,Methionine,med.neg,63-68-3,C00073,Cysteine and methionine metabolism
hVPA_FAnM27,Xanthine,med.neg,69-89-6,C00385,Purine metabolism
hVPA_FAnM28,Ribitol,med.neg,488-81-3,C00474,Pentose and glucuronate interconversions
hVPA_FAnM29,Histidine,med.neg,71-00-1,C00135,Histidine metabolism
hVPA_FAnM30,Allantoin,med.neg,97-59-6,C02348,Purine metabolism
hVPA_FAnM31,Indole-3-acetaldehyde,med.neg,20095-27-6,C00637,Tryptophan metabolism
hVPA_FAnM32,Phenylalanine,med.neg,63-91-2,C00079,Phenylalanine metabolism
hVPA_FAnM33,Pyridoxal,med.neg,66-72-8,C00250,Vitamin B6 metabolism
hVPA_FAnM34,Uric Acid,med.neg,69-93-2,C00366,Purine metabolism
hVPA_FAnM35,Pyridoxine,med.neg,65-23-6,C00314,Vitamin B6 metabolism
hVPA_FAnM36,Arginine,med.neg,74-79-3,C00062,Arginine biosynthesis
hVPA_FAnM37,Citrulline,med.neg,372-75-8,C00327,Arginine biosynthesis
hVPA_FAnM38,myo-Inositol,med.neg,87-89-8,C00137,Galactose metabolism
hVPA_FAnM39,D-Fructose,med.neg,57-48-7,C00095,Fructose and mannose metabolism
hVPA_FAnM40,D-Glucose,med.neg,50-99-7,C00031,Glycolysis / Gluconeogenesis
hVPA_FAnM41,D-Allose,med.neg,2595-97-3,C01487,Fructose and mannose metabolism
hVPA_FAnM42,D-Galactose,med.neg,59-23-4,C00124,Galactose metabolism
hVPA_FAnM45,D-Sorbitol,med.neg,50-70-4,C00794,Fructose and mannose metabolism
hVPA_FAnM46,4-Pyridoxic Acid,med.neg,82-82-6,C00847,Vitamin B6 metabolism
hVPA_FAnM48,Tryptophan,med.neg,73-22-3,C00078,"Glycine, serine and threonine metabolism"
hVPA_FAnM49,Pantothenic Acid,med.neg,137-08-6,C00864,beta-Alanine metabolism
hVPA_FAnM50,Carnosine,med.neg,305-84-0,C00386,Histidine metabolism
hVPA_FAnM51,Uridine,med.neg,58-96-8,C00299,Pyrimidine metabolism
hVPA_FAnM52,Palmitoleic Acid,med.neg,373-49-9,C08362,Fatty acid biosynthesis
hVPA_FAnM53,Thiamine (Vit B1),med.neg,59-43-8,C00378,Thiamine metabolism
hVPA_FAnM54,Oleic Acid,med.neg,112-80-1,C00712,Fatty acid biosynthesis
hVPA_FAnM55,Docosahexaenoic Acid (22:6 n-3),med.neg,6217-54-5,C06429,Biosynthesis of unsaturated fatty acids
hVPA_FAnM56,Sucrose,med.neg,57-50-1,C00089,Galactose metabolism
hVPA_FApM1,Alanine,med.pos,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
hVPA_FApM2,Choline,med.pos,62-49-7,C00114,"Glycine, serine and threonine metabolism"
hVPA_FApM3,Serine,med.pos,56-45-1,C00065,"Glycine, serine and threonine metabolism"
hVPA_FApM4,Diethanolamine,med.pos,111-42-2,C06772,Glycerophospholipid metabolism
