compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
hVPA_FApC23,Homoserine,cell.pos,1927-25-9,C00263,Sulfur metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Amino sugar and nucleotide sugar metabolism
hVPA_FAnC83,N-Acetylglutamic Acid,cell.neg,1188-37-0,C00624,2-Oxocarboxylic acid metabolism
hVPA_FAnC11,GABA,cell.neg,56-12-2,C00334,Nicotinate and nicotinamide metabolism
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Histidine metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Cysteine and methionine metabolism
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Taurine and hypotaurine metabolism
hVPA_FApC103,Glutathione (GSH),cell.pos,70-18-8,C00051,Thyroid hormone synthesis
hVPA_FApC96,Adenosine,cell.pos,58-61-7,C00212,Neuroactive ligand-receptor interaction
hVPA_FAnM14,Taurine,med.neg,107-35-7,C00245,Neuroactive ligand-receptor interaction
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Histidine metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Biosynthesis of terpenoids and steroids
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Glutathione metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,beta-Alanine metabolism
hVPA_FAnC11,GABA,cell.neg,56-12-2,C00334,Neuroactive ligand-receptor interaction
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Nicotinate and nicotinamide metabolism
hVPA_FAnC128,ATP,cell.neg,56-65-5,C00002,Neuroactive ligand-receptor interaction
hVPA_FAnC87,Tryptophan,cell.neg,73-22-3,C00078,2-Oxocarboxylic acid metabolism
hVPA_FAnC98,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Carbon metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Carbon metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Carbon metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,2-Oxocarboxylic acid metabolism
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Carbon metabolism
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,2-Oxocarboxylic acid metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,Neuroactive ligand-receptor interaction
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Neuroactive ligand-receptor interaction
