compound_short,compound_full,formula,mass,rt,cas_id
VPAnC98,L-Ergothioneine,C9 H15 N3 O2 S,229.1035,8.06,58511-63-0
VPAnC99,10(Z)-Pentadecenoic Acid,C15 H28 O2,240.2077,1.12,84743-29-3
VPAnC100,Pentadecanoic Acid,C15 H30 O2,242.2241,1.13,1002-84-2
VPAnC101,Palmitoleic Acid,C16 H30 O2,254.2239,1.14,373-49-9
VPAnC102,Palmitic Acid,C16 H32 O2,256.2418,1.14,57-10-3
VPAnC103,5-Methylcytidine,C10 H15 N3 O5,257.0987,6.08,2140-61-6
VPAnC104,D-Glucose 6-phosphate,C6 H13 O9 P,260.0291,10.08,56-73-5
VPAnC105,Inosine,C10 H12 N4 O5,268.0806,2.54,58-63-9
VPAnC106,10(Z)-Heptadecenoic Acid,C17 H32 O2,268.2386,1.13,29743-97-3
VPAnC107,Heptadecanoic Acid,C17 H34 O2,270.2542,1.13,506-12-7
VPAnC108,Estradiol-17alpha,C18 H24 O2,272.1787,1.02,57-91-0
VPAnC109,Linoleic Acid,C18 H32 O2,280.239,1.13,60-33-3
VPAnC110,Oleic Acid,C18 H34 O2,282.256,1.13,112-80-1
VPAnC111,Guanosine,C10 H13 N5 O5,283.092,2.92,118-00-3
VPAnC112,Xanthosine,C10 H12 N4 O6,284.0774,2.43,146-80-5
VPAnC113,Stearic Acid,C18 H36 O2,284.2731,1.13,57-11-4
VPAnC114,Orotidine,C10 H12 N2 O8,288.0607,1.94,2149-82-8
VPAnC115,Ophthalmic Acid,C11 H19 N3 O6,289.1262,8.45,495-27-2
VPAnC116,13(S)-HOTrE,C18 H30 O3,294.2137,1.14,74784-20-6
VPAnC117,10(Z)-Nonadecenoic Acid,C19 H36 O2,296.2677,1.12,73033-09-7
VPAnC118,Ricinoleic Acid,C18 H34 O3,298.2535,1.15,141-22-0
VPAnC119,Nonadecanoic Acid,C19 H38 O2,298.2818,1.12,646-30-0
VPAnC120,1-Monomyristin,C17 H34 O4,302.2455,1.14,75685-84-6
VPAnC121,Arachidonic Acid,C20 H32 O2,304.2423,1.13,506-32-1
VPAnC122,Glutathione,C10 H17 N3 O6 S,307.0848,8.05,70-18-8
VPAnC123,N-Acetylneuraminic Acid,C11 H19 N O9,309.1047,5.62,131-48-6
VPAnC124,11(Z)-Eicosenoic Acid,C20 H38 O2,310.2859,1.12,5561-99-9
VPAnC125,Arachidic Acid,C20 H40 O2,312.3019,1.12,506-30-9
VPAnC126,UMP,C9 H13 N2 O9 P,324.0351,9.08,58-97-9
VPAnC127,12(Z)-Heneicosenoic Acid,C21 H40 O2,324.2996,1.09,3515-84-2
VPAnC128,Heneicosanoic Acid,C21 H42 O2,326.3174,1.1,2363-71-5
VPAnC129,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.2439,1.13,6217-54-5
VPAnC130,Adrenic Acid (22:4 n-6),C22 H36 O2,332.2732,1.12,28874-58-0
VPAnC131,3-Phosphoglyceroinositol,C9 H19 O11 P,334.0658,6.49,00-00-006
VPAnC132,Leukotriene B4,C20 H32 O4,336.2269,0.7,71160-24-2
VPAnC133,Docosanoic Acid,C22 H44 O2,340.3257,1.11,112-85-6
VPAnC134,AMP,C10 H14 N5 O7 P,347.0607,9.95,61-19-8
VPAnC135,Noladin,C23 H40 O3,364.2975,1.11,222723-55-9
VPAnC136,5a-Allotetrahydrocortisol,C21 H34 O5,366.2356,1.12,302-91-0
VPAnC137,Nervonic Acid,C24 H46 O2,366.3444,1.11,506-37-6
VPAnC138,Lignoceric Acid,C24 H48 O2,368.3634,1.09,557-59-5
VPAnC139,Lithocholic Acid,C24 H40 O3,376.2938,1.12,434-13-9
VPAnC140,Succinoadenosine,C14 H17 N5 O8,383.1057,7.36,4542-23-8
VPAnC141,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.1206,8.49,979-92-0
VPAnC142,Cytidine diphosphate (CDP),C9 H15 N3 O11 P2,403.0169,10.7,63-38-7
VPAnC143,Uridine diphosphate (UDP),C9 H14 N2 O12 P2,404.0012,9.72,58-98-0
VPAnC144,ADP,C10 H15 N5 O10 P2,427.0287,10.41,58-64-0
VPAnC145,GDP,C10 H15 N5 O11 P2,443.0231,10.36,146-91-8
VPAnC146,Cholesterol Sulfate,C27 H46 O4 S,466.3104,0.7,1256-86-6
VPAnC147,LysoPE(18:0),C23 H48 N O7 P,481.315,5.8,00-00-012
VPAnC148,Deoxythymidine triphosphate (dTTP),C10 H17 N2 O14 P3,481.9881,9.85,365-08-2
VPAnC149,CTP,C9 H16 N3 O14 P3,482.9811,10.71,65-47-4
VPAnC150,UTP,C9 H15 N2 O15 P3,483.9679,9.72,63-39-8
VPAnC151,ATP,C10 H16 N5 O13 P3,506.9961,10.4,56-65-5
VPAnC152,GTP,C10 H16 N5 O14 P3,522.9892,10.35,86-01-1
VPAnC153,ADP-Ribose,C15 H23 N5 O14 P2,559.0694,6.71,20762-30-5
VPAnC154,dTDP-Glucose,C16 H26 N2 O16 P2,564.0744,6.2,2196-62-5
VPAnC155,UDP-Galactose,C15 H24 N2 O17 P2,566.0548,6.28,2956-16-3
VPAnC156,UDP-Glucose,C15 H24 N2 O17 P2,566.0553,6.08,133-89-1
VPAnC157,UDP-Glucuronic acid,C15 H22 N2 O18 P2,580.0336,6.75,2616-64-0
VPAnC158,ADP-Glucose,C16 H25 N5 O15 P2,589.0793,7.07,102129-65-7
VPAnC159,GDP-Glucose,C16 H25 N5 O16 P2,605.0747,7,5750-57-2
VPAnC160,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.0846,6.36,7277-98-7
VPAnC161,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.0859,6.19,528-04-1
VPAnC162,GSSG,C20 H32 N6 O12 S2,612.1501,10.17,27025-41-8
VPAnC163,NAD,C21 H27 N7 O14 P2,663.108,8.97,53-84-9
VPAnC164,NADH,C21 H29 N7 O14 P2,665.1222,6.58,59-68-4
VPAnC165,NADP,C21 H28 N7 O17 P3,743.0731,11.61,53-59-8
VPAnC166,Coenzyme A (CoA),C21 H36 N7 O16 P3 S,767.113,9.4,85-61-0
VPAnC167,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1531,6.46,146-14-5
VPAnC168,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.1231,9.39,72-89-9
