compound_short,compound_full,formula,mass,rt,cas_id
hVPAnC55,Pyridoxal,C8 H9 N O3,167.0584,1.28,66-72-8
hVPAnC56,Phosphoenolpyruvic Acid (PEP),C3 H5 O6 P,167.9825,8.38,138-08-9
hVPAnC57,Pyridoxine,C8 H11 N O3,169.0738,1.33,65-23-6
hVPAnC58,Dihydroxyacetone-phosphate,C3 H7 O6 P,169.9981,8.1,57-04-5
hVPAnC59,Glycerol 2-Phosphate,C3 H9 O6 P,172.0138,7.87,17181-54-3
hVPAnC60,cis-Aconitic acid,C6 H6 O6,174.016,7.25,499-12-7
hVPAnC61,N-alpha-Acetylasparagine,C6 H10 N2 O4,174.064,4,4033-40-3
hVPAnC62,Arginine,C6 H14 N4 O2,174.1122,10.62,74-79-3
hVPAnC63,D-Glucose,C6 H12 O6,180.0635,4.51,50-99-7
hVPAnC64,myo-Inositol,C6 H12 O6,180.0635,7.03,87-89-8
hVPAnC65,Tyrosine,C9 H11 N O3,181.074,4.6,60-18-4
hVPAnC66,Homovanillic Acid,C9 H10 O4,182.0578,1.36,306-08-1
hVPAnC67,D-Mannitol,C6 H14 O6,182.0779,4.59,69-65-8
hVPAnC68,D-Sorbitol,C6 H14 O6,182.079,4.12,50-70-4
hVPAnC69,Phosphocholine,C5 H14 N O4 P,183.066,9.22,107-73-3
hVPAnC70,O-Phosphoserine,C3 H8 N O6 P,185.0078,8.68,407-41-0
hVPAnC71,3-Phosphoglyceric Acid,C3 H7 O7 P,185.9929,8.37,80731-10-8
hVPAnC72,N-alpha-Acetyl-L-glutamine,C7 H12 N2 O4,188.0796,4.04,2490-97-3
hVPAnC73,Azelaic Acid,C9 H16 O4,188.1047,5.15,123-99-9
hVPAnC74,Citric Acid,C6 H8 O7,192.0271,8.52,77-92-9
hVPAnC75,Lauric Acid,C12 H24 O2,200.1775,0.77,143-07-7
hVPAnC76,Tryptophan,C11 H12 N2 O2,204.0898,3.03,73-22-3
hVPAnC77,Phosphocreatine,C4 H10 N3 O5 P,211.0359,8.17,67-07-2
hVPAnC78,O-Succinylhomoserine,C8 H13 N O6,219.0742,6.64,1492-23-5
hVPAnC79,Pantothenic Acid,C9 H17 N O5,219.1106,2.63,137-08-6
hVPAnC80,Cystathionine,C7 H14 N2 O4 S,222.0676,8.72,56-88-2
hVPAnC81,Carnosine,C9 H14 N4 O3,226.1072,8.03,305-84-0
hVPAnC82,Myristic Acid,C14 H28 O2,228.2088,0.75,544-63-8
hVPAnC83,Cytidine,C9 H13 N3 O5,243.0851,2.69,65-46-3
hVPAnC84,Palmitoleic Acid,C16 H30 O2,254.2244,0.74,373-49-9
hVPAnC85,Palmitic Acid,C16 H32 O2,256.2405,0.74,57-10-3
hVPAnC86,Glycerol-3-phosphocholine,C8 H20 N O6 P,257.102,7.21,28319-77-9
hVPAnC87,D-Glucose 1-phosphate,C6 H13 O9 P,260.0297,8.38,59-56-3
hVPAnC88,D-Glucose 6-phosphate,C6 H13 O9 P,260.0297,8.8,56-73-5
hVPAnC89,Thiamine (Vit B1),C12 H16 N4 O S,264.1034,6.81,59-43-8
hVPAnC90,Inosine,C10 H12 N4 O5,268.0809,2.27,58-63-9
hVPAnC91,Heptadecanoic Acid,C17 H34 O2,270.2556,0.72,506-12-7
hVPAnC92,Oleic Acid,C18 H34 O2,282.2557,0.72,112-80-1
hVPAnC93,Stearic Acid,C18 H36 O2,284.2718,0.72,57-11-4
hVPAnC94,Ophthalmic Acid,C11 H19 N3 O6,289.127,7.24,495-27-2
hVPAnC95,5'-Methylthioadenosine,C11 H15 N5 O3 S,297.0893,1.09,2457-80-9
hVPAnC96,1-Monomyristin,C17 H34 O4,302.2454,0.73,75685-84-6
hVPAnC97,N-Acetylaspartyl Glutamic Acid,C11 H16 N2 O8,304.0905,8.06,3106-85-2
hVPAnC98,"2',3'-cyclic CMP",C9 H12 N3 O7 P,305.0408,4.74,633-90-9
hVPAnC99,Glutathione (GSH),C10 H17 N3 O6 S,307.084,7.26,70-18-8
hVPAnC100,Arachidic Acid,C20 H40 O2,312.3026,0.71,506-30-9
hVPAnC101,CMP,C9 H14 N3 O8 P,323.0515,8.05,63-37-6
hVPAnC102,UMP,C9 H13 N2 O9 P,324.0355,8.05,58-97-9
hVPAnC103,Docosahexaenoic Acid (22:6 n-3),C22 H32 O2,328.2405,0.71,6217-54-5
hVPAnC104,dAMP,C10 H14 N5 O6 P,331.0655,7.25,653-63-4
hVPAnC105,3-Phosphoglyceroinositol,C9 H19 O11 P,334.0663,8.02,00-00-006
hVPAnC106,Erucic Acid,C22 H42 O2,338.3183,0.7,112-86-7
hVPAnC107,"D-Fructose 1,6-bisphosphate",C6 H14 O12 P2,339.9955,9.63,488-69-7
hVPAnC108,AMP,C10 H14 N5 O7 P,347.0627,7.89,61-19-8
hVPAnC109,Tricosanoic Acid,C23 H46 O2,354.3493,0.7,2433-96-7
hVPAnC110,Nervonic Acid,C24 H46 O2,366.3493,0.69,506-37-6
hVPAnC111,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.1205,7.22,979-92-0
hVPAnC112,CDP,C9 H15 N3 O11 P2,403.0148,8.91,63-38-7
hVPAnC113,UDP,C9 H14 N2 O12 P2,404.0022,9.19,58-98-0
hVPAnC114,ADP,C10 H15 N5 O10 P2,427.0291,8.47,58-64-0
hVPAnC115,dGDP,C10 H15 N5 O10 P2,427.0291,8.95,102783-74-4
hVPAnC116,Cholesterol Sulfate,C27 H46 O4 S,466.3111,0.63,1256-86-6
hVPAnC117,UTP,C9 H15 N2 O15 P3,483.9681,9.21,63-39-8
hVPAnC118,CDP-Choline,C14 H26 N4 O11 P2,488.1066,8.34,987-78-0
hVPAnC119,dATP,C10 H16 N5 O12 P3,491.0002,8.86,1927-31-7
hVPAnC120,ATP,C10 H16 N5 O13 P3,506.9955,8.95,56-65-5
hVPAnC121,GTP,C10 H16 N5 O14 P3,522.99,9.63,86-01-1
hVPAnC122,Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0604,8.14,119340-53-3
hVPAnC123,ADP-Ribose,C15 H23 N5 O14 P2,559.0706,7.7,20762-30-5
hVPAnC124,UDP-Galactose,C15 H24 N2 O17 P2,566.0545,8.09,2956-16-3
hVPAnC125,ADP-Glucose,C16 H25 N5 O15 P2,589.081,8.37,102129-65-7
hVPAnC126,GDP-Glucose,C16 H25 N5 O16 P2,605.0757,8.74,5750-57-2
hVPAnC127,UDP-N-Acetylgalactosamine,C17 H27 N3 O17 P2,607.0818,7.84,7277-98-7
hVPAnC128,GSSG,C20 H32 N6 O12 S2,612.1513,9.42,27025-41-8
hVPAnC129,NAD,C21 H27 N7 O14 P2,663.1083,8.15,53-84-9
hVPAnC130,NADP,C21 H28 N7 O17 P3,743.0742,9.3,53-59-8
hVPAnC131,Coenzyme A (CoA),C21 H36 N7 O16 P3 S,767.1134,7.95,85-61-0
hVPAnC132,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1544,7.26,146-14-5
hVPAnC133,Acetyl-CoA,C23 H38 N7 O17 P3 S,809.1244,7.74,72-89-9
